1;Se
2;Se
3;Se
4;Republica
5;Republica
6;Republica
7;Bom Retiro
8;Bom Retiro
9;Bom Retiro
10;Pari
11;Pari
12;Pari
13;Bras
14;Bras
15;Bras
16;Bras
17;Bras
18;Cambuci
19;Cambuci
20;Liberdade
21;Liberdade
22;Liberdade
23;Liberdade
24;Liberdade
25;Bela Vista
26;Bela Vista
27;Bela Vista
28;Bela Vista
29;Bela Vista
30;Consolacao
31;Consolacao
32;Consolacao
33;Consolacao
34;Consolacao
35;Santa Cecilia
36;Santa Cecilia
37;Santa Cecilia
38;Belem
39;Belem
40;Belem
41;Belem
42;Belem
43;Mooca
44;Mooca
45;Mooca
46;Agua Rasa
47;Agua Rasa
48;Agua Rasa
49;Vila Mariana
50;Vila Mariana
51;Vila Mariana
52;Vila Mariana
53;Vila Mariana
54;Vila Mariana
55;Vila Mariana
56;Vila Mariana
57;Vila Mariana
58;Saude
59;Saude
60;Saude
61;Saude
62;Moema
63;Moema
64;Moema
65;Moema
66;Moema
67;Moema
68;Itaim Bibi
69;Itaim Bibi
70;Itaim Bibi
71;Itaim Bibi
72;Itaim Bibi
73;Itaim Bibi
74;Jardim Paulista
75;Jardim Paulista
76;Jardim Paulista
77;Jardim Paulista
78;Jardim Paulista
79;Jardim Paulista
80;Pinheiros
81;Pinheiros
82;Pinheiros
83;Pinheiros
84;Perdizes
85;Perdizes
86;Perdizes
87;Perdizes
88;Perdizes
89;Perdizes
90;Perdizes
91;Barra Funda
92;Barra Funda
93;Barra Funda
94;Barra Funda
95;Alto de Pinheiros
96;Alto de Pinheiros
97;Alto de Pinheiros
98;Lapa
99;Lapa
100;Lapa
101;Lapa
102;Lapa
103;Lapa
104;Vila Leopoldina
105;Vila Leopoldina
106;Vila Leopoldina
107;Vila Leopoldina
108;Vila Leopoldina
109;Pirituba
110;Pirituba
111;Sao Domingos
112;Sao Domingos
113;Jaguara
114;Jaragua
115;Jaragua
116;Jaragua
117;Anhanguera
118;Anhanguera
119;Perus
120;Brasilandia
121;Brasilandia
122;Brasilandia
123;Brasilandia
124;Brasilandia
125;Freguesia do O
126;Freguesia do O
127;Freguesia do O
128;Santana
129;Santana
130;Santana
131;Santana
132;Santana
133;Santana
134;Santana
135;Santana
136;Casa Verde
137;Casa Verde
138;Limao
139;Limao
140;Limao
141;Cachoeirinha
142;Cachoeirinha
143;Cachoeirinha
144;Mandaqui
145;Mandaqui
146;Mandaqui
147;Tremembe
148;Tremembe
149;Tremembe
150;Tremembe
151;Tremembe
