,ZONA_O,ZONA_D,FE_VIA
24506,Anchieta,Vieira de Moraes,638
24507,Vila Formosa,Bela Vista,638
24508,Anchieta,Berrini,638
24509,Quarta Parada,Anchieta,638
24510,Berrini,Anchieta,638
24511,Anchieta,Quarta Parada,638
24512,Vila Miranda,Anchieta,638
24513,Anchieta,Vila Miranda,638
24514,Anchieta,Pinheiros,638
24515,Anchieta,Parque do Estado,638
24516,Vila Buarque,Anchieta,638
24517,Vieira de Moraes,Anchieta,638
24518,Anchieta,Oriente,638
24519,Oriente,Anchieta,638
24520,Anchieta,Canindé,638
24521,Anchieta,Parque Dom Pedro,638
24522,Anchieta,Independência,638
24523,Anchieta,Pamplona,638
24524,Anchieta,Parque São Rafael,638
24525,Anchieta,Cidade Vargas,638
24526,Adventista,Rodrigues Alves,639
24527,Parque Arariba,Cidade Universitária,639
24528,Jardim Vitória Régia,Cidade Universitária,639
24529,Adventista,Rio Pequeno,639
24530,Adventista,Vila Sônia,639
24531,Moema,Adventista,639
24532,Cardoso de Almeida,Água Branca,639
24533,França Pinto,Adventista,639
24534,Adventista,Riviera,639
24535,Adventista,Vila Miranda,639
24536,Adventista,França Pinto,639
24537,Adventista,Parque Ibirapuera,639
24538,Trianon,Bela Vista,639
24539,Vila Miranda,Adventista,639
24540,Adventista,Jardim Vitória Régia,639
24541,Butantã,Adventista,639
24542,Freguesia do Ó,Francisco Matarazzo,639
24543,Adventista,Butantã,639
24544,Parque Ibirapuera,Adventista,639
24545,Riviera,Adventista,639
24546,Vila Sônia,Adventista,639
24547,Rio Pequeno,Adventista,639
24548,Rodrigues Alves,Adventista,639
24549,Coroa,Parada Inglesa,639
24550,Berrini,Jardim Europa,640
24551,Luz,Parada Inglesa,640
24552,São Mateus,Vila Carmosina,640
24553,Jardim Mutinga,Granja Julieta,640
24554,Jardim Helena,Bom Retiro,640
24555,Iguatemi,Orfanato,640
24556,Chácara do Piqueri,Ponte Rasa,640
24557,Ipiranga,São João Clímaco,640
24558,Bom Retiro,Jardim Helena,640
24559,Vila Buarque,Vila Carrão,641
24560,Mutinga,Vila Jaguara,641
24561,Ermelino Matarazzo,Itaim Paulista,641
24562,Vila Jaguara,Mutinga,641
24563,Itaim Paulista,Ermelino Matarazzo,641
24564,Santa Terezinha,Coroa,642
24565,Água Rasa,Vila Carrão,642
24566,Vila Santa Catarina,Santa Cruz,642
24567,Glicério,Pires da Mota,642
24568,Vila Carrão,Água Rasa,642
24569,Vila Morro Grande,República,642
24570,Parque Ibirapuera,França Pinto,642
24571,Tietê,Parelheiros,643
24572,Vieira de Moraes,Chácara Itaim,643
24573,Rudge,Santa Ifigênia,643
24574,Parque Peruche,Liberdade,643
24575,Santa Cecília,Jardim Paulistano,643
24576,Vila Buarque,Boaçava,643
24577,Água Branca,Pompéia,643
24578,Clínicas,Vila Terezinha,644
24579,Juscelino Kubitschek,Pari,644
24580,Vila Madalena,Liberdade,644
24581,Vila Terezinha,Clínicas,644
24582,Berrini,Rodrigues Alves,644
24583,Vila São Pedro,Moema,644
24584,Pari,Juscelino Kubitschek,644
24585,Vila Isolina Mazzei,Vila Buarque,644
24586,Jaguaré,Vila Terezinha,644
24587,Granja Julieta,Jardim Presidente,644
24588,Zequinha de Abreu,Vila Terezinha,644
24589,Vila Terezinha,Zequinha de Abreu,644
24590,Belenzinho,Aricanduva,644
24591,Masp,Oscar Freire,644
24592,Lajeado,Saúde,644
24593,Saúde,Lajeado,644
24594,Tietê,Vila Terezinha,644
24595,Tremembé,Vila Gustavo,645
24596,Jardim Luzitânia,Bosque da Saúde,645
24597,Vila Buarque,Jardim Paulistano,645
24598,Parque Arariba,Jardim Represa,645
24599,Marechal Deodoro,Santa Ifigênia,646
24600,Pamplona,Masp,646
24601,Jaguaré,Vila Santa Catarina,646
24602,Real Parque,Vila Santa Catarina,646
24603,Pinheiros,Pirajussara,646
24604,França Pinto,Paraíso,646
24605,São Carlos do Pinhal,República,646
24606,Vila Santa Catarina,Jaguaré,646
24607,Chácara Itaim,Casa Verde,647
24608,Belenzinho,Jardim Anália Franco,647
24609,Paraíso,Oscar Freire,647
24610,Jardim da Glória,França Pinto,647
24611,Chácara Itaim,Parada de Taipas,647
24612,Santa Marcelina,São Mateus,648
24613,Jardim Caxingui,Jardim Cambará,648
24614,Chácara do Piqueri,Tiquatira,648
24615,Trianon,Jardins,648
24616,Berrini,São Carlos do Pinhal,648
24617,São Mateus,Santa Marcelina,648
24618,Chácara Itaim,Vieira de Moraes,648
24619,Oscar Freire,Vila Madalena,648
24620,Ana Rosa,Vila Clementino,648
24621,Parque São Lucas,Oscar Freire,649
24622,Vila Matilde,Santa Marcelina,649
24623,Marechal Deodoro,Casa Verde,649
24624,Santa Marcelina,Vila Matilde,649
24625,Vila Califórnia,Teotônio Vilela,649
24626,Marechal Deodoro,Liberdade,649
24627,Casa Verde,Marechal Deodoro,649
24628,Parque São Jorge,Parque São Lucas,649
24629,Liberdade,Vila São José,649
24630,Jardim Japão,Tatuapé,650
24631,Higienópolis,Vila Nova Conceição,650
24632,Jardim Bom Clima,Granja Julieta,651
24633,Ermelino Matarazzo,Águia de Haia,651
24634,Joaquim Nabuco,Moinho Velho,651
24635,Alfredo Pujol,Carandiru,651
24636,São João Clímaco,Trianon,651
24637,São João Clímaco,Santa Ifigênia,651
24638,Moinho Velho,Joaquim Nabuco,651
24639,Planalto Paulista,São João Clímaco,651
24640,Jardim Romano,Rodrigues Alves,652
24641,Gasômetro,Francisco Matarazzo,652
24642,República,Ermelino Matarazzo,652
24643,Rodrigues Alves,Jardim Romano,652
24644,Higienópolis,Jardim Paulistano,652
24645,Vila Madalena,Cidade Universitária,652
24646,Santo Amaro,Jardim Aeroporto,652
24647,Belenzinho,Vila Califórnia,652
24648,Jardim Guapira,Vila Leopoldina,652
24649,Jardim São Paulo,Parque Novo Mundo,652
24650,Bela Vista,PUC,652
24651,Francisco Matarazzo,Santa Cecília,652
24652,Parque Dom Pedro,Francisco Matarazzo,652
24653,Aclimação,Vila Monumento,653
24654,Berrini,Santo Amaro,653
24655,Anchieta,Jardim da Glória,653
24656,Vila Monumento,Aclimação,653
24657,Perdizes,Santa Cecília,653
24658,Jardim da Glória,Anchieta,653
24659,Vila Sônia,Vila Suzana,654
24660,Vila Guilhermina,Vila Campanela,654
24661,Parada de Taipas,Praça João Mendes,654
24662,Vila Campanela,Vila Guilhermina,654
24663,Vila São Pedro,Vila Olímpia,654
24664,Praça João Mendes,Parada de Taipas,654
24665,Vila Ipojuca,Clínicas,655
24666,Chácara Flora,Jurubatuba,655
24667,Moema,Santa Cecília,655
24668,Cangaíba,Independência,656
24669,Vila Monumento,Oriente,656
24670,Vila Madalena,Pirituba,656
24671,Jardim das Pedras,Tietê,656
24672,Água Branca,Anhanguera,656
24673,Águia de Haia,Vila Maria,656
24674,Cangaíba,Trianon,656
24675,Anhanguera,Água Branca,656
24676,Berrini,França Pinto,656
24677,Vila Maria,Águia de Haia,656
24678,Berrini,Joaquim Nabuco,656
24679,Fazenda Caguaçu,Vila Jacuí,656
24680,Alto da Moóca,Belenzinho,656
24681,Independência,Cangaíba,656
24682,Parada Inglesa,Francisco Matarazzo,656
24683,Belenzinho,Águia de Haia,656
24684,Vila Olímpia,Ladeira da Memória,656
24685,Belenzinho,Alto da Moóca,656
24686,Rodrigues Alves,Liberdade,657
24687,Santa Cecília,Guaianases,657
24688,Parque Boturussu,Cidade Nitro-Operária,657
24689,Carandiru,Zaki Narchi,657
24690,Jardim Japão,República,659
24691,Orfanato,República,659
24692,Centro Cultural,Itaquera,659
24693,Vila Miranda,Vila Socorro,659
24694,Alto de Pinheiros,Sumaré,659
24695,República,Orfanato,659
24696,República,Jardim Japão,659
24697,Campinas,Bexiga,659
24698,Ponte Rasa,Independência,660
24699,Independência,Ponte Rasa,660
24700,Chácara Itaim,Praça João Mendes,660
24701,Vila Miranda,Brooklin,660
24702,Parelheiros,Cidade A.E.Carvalho,660
24703,Rio Verde,Vila Esperança,660
24704,Consolação,Bela Vista,661
24705,Trianon,Ladeira da Memória,661
24706,Ermelino Matarazzo,Vila Esperança,661
24707,Jardim Europa,Butantã,661
24708,Vila Esperança,Ermelino Matarazzo,661
24709,Cohab Jova Real,Francisco Matarazzo,661
24710,Freguesia do Ó,Alto da Lapa,661
24711,Vila Terezinha,Saúde,661
24712,Tremembé,Cachoeirinha,661
24713,Liberdade,Treze de Maio,661
24714,Vila Anglo Brasileira,Vila Ipojuca,661
24715,Vila Nova Conceição,Higienópolis,662
24716,Vila Campanela,Juscelino Kubitschek,663
24717,Adventista,Emissário,663
24718,Rodrigues Alves,Rio Bonito,663
24719,Campo Belo,Adventista,663
24720,Pires da Mota,Ana Rosa,663
24721,Emissário,Adventista,663
24722,Vila Esperança,Parque Boturussu,663
24723,Chácara Klabin,Santa Cruz,663
24724,Bexiga,Rio Bonito,663
24725,Rio Bonito,Rodrigues Alves,663
24726,Adventista,Campo Belo,663
24727,Jabaquara,Limoeiro,664
24728,Sapopemba,Linhas Corrente,664
24729,República,Limoeiro,664
24730,Santa Cruz,Parque São Rafael,664
24731,Limoeiro,Vila Beatriz,664
24732,Limoeiro,Liberdade,664
24733,Jardim Adalgiza,Chácara Itaim,664
24734,Liberdade,Limoeiro,664
24735,Linhas Corrente,Sapopemba,664
24736,Vila Beatriz,Limoeiro,664
24737,Trianon,Cangaíba,664
24738,Jardim Aeroporto,Bandeirantes,665
24739,Pinheiros,Paraíso,665
24740,Parque São Jorge,José Bonifácio,665
24741,Vila Gustavo,Parque Edu Chaves,665
24742,Vila Jacuí,Penha,666
24743,Jardim Helena,Ponte Rasa,666
24744,Jardim Helena,São Domingos,666
24745,Vila Suzana,Moema,666
24746,Chácara Klabin,França Pinto,666
24747,Penha,Vila Jacuí,666
24748,Liberdade,Vila Buarque,666
24749,Oriente,Jardim Helena,666
24750,Jardim Bonfiglioli,Jardim Jussara,666
24751,São Domingos,Jardim Helena,666
24752,Vila Curuçá,Tiquatira,667
24753,Campinas,Parque São Jorge,667
24754,Paraíso,República,667
24755,Pari,Jardim Japão,668
24756,Saúde,Bandeirantes,668
24757,Vila Carrão,Parque Dom Pedro,668
24758,Vila Gumercindo,Rodrigues Alves,668
24759,Santo Amaro,Campo Belo,668
24760,Jardim Japão,Pari,668
24761,Ladeira da Memória,Jabaquara,669
24762,Vila Maria,Gomes Cardim,669
24763,Limoeiro,Higienópolis,670
24764,Guaianases,Jardim Anália Franco,670
24765,Jóquei Clube,Limoeiro,670
24766,Regente Feijó,Parque São Jorge,670
24767,Vila São José,Bosque da Saúde,670
24768,Consolação,Guaianases,670
24769,Higienópolis,Limoeiro,670
24770,Guaianases,Fazenda Itaim,670
24771,Fazenda Itaim,Guaianases,670
24772,Guaianases,Consolação,670
24773,Jardim Represa,Parque Arariba,670
24774,Limoeiro,Jóquei Clube,670
24775,Rio Verde,Lapa de Baixo,670
24776,Francisco Matarazzo,Trianon,670
24777,Granja Julieta,Jardim Miriam,671
24778,Vila Cordeiro,Jardim Miriam,671
24779,Vila Miranda,Jardim Miriam,671
24780,Marechal Deodoro,Chácara do Piqueri,671
24781,Vila Olímpia,Jardim Miriam,671
24782,Santa Ifigênia,Marechal Deodoro,671
24783,Jardim Miriam,Moinho Velho,671
24784,Santa Cecília,Saúde,671
24785,Jardim Miriam,Vila Cordeiro,671
24786,Jardim Miriam,Morumbi,671
24787,Jardim Miriam,Granja Julieta,671
24788,Jardim Miriam,República,671
24789,Chácara Itaim,Paraíso,672
24790,Carandiru,Santana,672
24791,Anchieta,Rudge,672
24792,Belém,Ermelino Matarazzo,672
24793,São Carlos do Pinhal,Pamplona,672
24794,Água Funda,Ipiranga,672
24795,Jardim Bonfiglioli,Jardim Adalgiza,672
24796,Sé,Ponte Pequena,672
24797,Ipiranga,Água Funda,672
24798,Luz,Juscelino Kubitschek,672
24799,Morumbi,Jardim Jussara,672
24800,Ermelino Matarazzo,Belém,672
24801,Cangaíba,Tatuapé,673
24802,Vila Gustavo,Tremembé,673
24803,Vila Jaguara,Gomes Cardim,673
24804,Trianon,Pamplona,673
24805,Cangaíba,Jardim Europa,673
24806,Vila Bertioga,Vila Ema,673
24807,Berrini,Saúde,674
24808,Saúde,Berrini,674
24809,Vila São José,Mirandópolis,674
24810,Ladeira da Memória,Moema,674
24811,Oscar Freire,Pinheiros,674
24812,Regente Feijó,Chácara do Piqueri,674
24813,Pamplona,Parelheiros,675
24814,Tucuruvi,Jaçanã,675
24815,Centro Cultural,Vila Clementino,675
24816,Mirandópolis,Parelheiros,675
24817,Belenzinho,Jardim Japão,675
24818,Jardim Japão,Belenzinho,675
24819,Parelheiros,Pamplona,675
24820,Água Funda,Parelheiros,675
24821,Bexiga,Parelheiros,675
24822,Perus,Vila Buarque,675
24823,Parelheiros,Mirandópolis,675
24824,Parelheiros,Água Funda,675
24825,Vila Buarque,Perus,675
24826,Jaçanã,Tucuruvi,675
24827,Santa Ifigênia,Parelheiros,675
24828,Santa Ifigênia,Grajaú,675
24829,Gomes Cardim,Sé,676
24830,Jardim Caxingui,Rio Bonito,676
24831,Jurubatuba,Brooklin,676
24832,Oriente,Alfredo Pujol,676
24833,Mirandópolis,Cupecê,676
24834,Freguesia do Ó,Limão,677
24835,Trianon,Centro Cultural,677
24836,Pamplona,Vila Madalena,677
24837,Jardins,Moema,677
24838,Vila Leopoldina,São Domingos,677
24839,Praça João Mendes,São Mateus,678
24840,Pari,Catumbi,678
24841,Parque Ibirapuera,Pamplona,678
24842,Parque Santa Madalena,São Mateus,678
24843,Parada Inglesa,Santana,678
24844,Consolação,Higienópolis,678
24845,Gasômetro,Parque Dom Pedro,678
24846,Santana,Parada Inglesa,678
24847,Juscelino Kubitschek,Vila Campanela,678
24848,Vila Esperança,Marechal Deodoro,680
24849,Fábrica Bandeirantes,Juscelino Kubitschek,680
24850,Parque Dom Pedro,Juscelino Kubitschek,680
24851,Jardim Guapira,Joaquim Nabuco,680
24852,Paraíso,Vila Terezinha,680
24853,Jardim Europa,Paraíso,680
24854,Praça João Mendes,Vila Matilde,680
24855,Joaquim Nabuco,Jardim Guapira,680
24856,Parque da Moóca,Jardim Anália Franco,680
24857,Higienópolis,Campinas,681
24858,Vila Clementino,Água Funda,681
24859,Água Funda,Vila Clementino,681
24860,República,Pari,681
24861,Pinheiros,Trianon,681
24862,Centro Cultural,Vila Esperança,681
24863,Fazenda Caguaçu,Limoeiro,682
24864,Ponte Rasa,Vila Matilde,682
24865,Vila Medeiros,Santa Cecília,683
24866,Pari,Moóca,683
24867,Oriente,João Teodoro,683
24868,Capão Redondo,Riviera,684
24869,Jardim Helena,Vila Hamburguesa,684
24870,Casa Verde,Jardim Japão,684
24871,Vila Curuçá,Saudade,684
24872,Luz,Alfredo Pujol,684
24873,Vila Suzana,Paraisópolis,684
24874,Bosque da Saúde,Jardim Bom Clima,684
24875,Vila Hamburguesa,Jardim Helena,684
24876,Oscar Freire,Bela Vista,684
24877,Belém,Jardim Japão,684
24878,Francisco Matarazzo,República,684
24879,Cidade Líder,Parque Novo Mundo,684
24880,Jardim Japão,Belém,684
24881,Moóca,Santa Cecília,684
24882,Riviera,Capão Redondo,684
24883,Alto da Moóca,Parada XV,684
24884,Parque Novo Mundo,Cidade Líder,684
24885,Limoeiro,Parada XV,685
24886,SESC Interlagos,Berrini,685
24887,Paraíso,Clínicas,685
24888,República,Rodrigues Alves,685
24889,Jardim Mutinga,Parque Morro Doce,686
24890,Jardim São Paulo,Santana,686
24891,Parque Morro Doce,Jardim Mutinga,686
24892,Vila Matilde,Paraíso,686
24893,Vila Ipojuca,Perdizes,686
24894,Bela Vista,São Mateus,686
24895,Paraíso,Vila Matilde,686
24896,Sé,Jardim das Oliveiras,687
24897,Vila Esperança,Vila Zatt,687
24898,Vila Santa Catarina,Capão Redondo,687
24899,Vila Esperança,República,687
24900,Capão Redondo,Vila Santa Catarina,687
24901,Vila Zatt,Vila Esperança,687
24902,Marechal Deodoro,Trianon,687
24903,Vila Zatt,Jardim Aeroporto,687
24904,Canindé,Ponte Pequena,688
24905,Sapopemba,Paraíso,688
24906,Sacomã,Vila Carioca,688
24907,Emissário,Parelheiros,689
24908,Parelheiros,Emissário,689
24909,Chácara Itaim,Francisco Matarazzo,689
24910,Vila Mariana,Jardim da Glória,689
24911,Pinheiros,Parelheiros,689
24912,Penha,Engenheiro Goulart,690
24913,Jardim Anália Franco,Tiquatira,690
24914,Engenheiro Goulart,Penha,690
24915,Tiquatira,Jardim Anália Franco,690
24916,Luz,Parque Novo Mundo,690
24917,Campo Grande,Parque Interlagos,690
24918,Parque Boturussu,Tiquatira,691
24919,Cupecê,Pinheiros,691
24920,Cidade A.E.Carvalho,Vila Guilhermina,691
24921,Pinheiros,Cupecê,691
24922,Limoeiro,Lapa de Baixo,691
24923,Fábrica Bandeirantes,Gleba do Pessêgo,691
24924,Vila Clementino,Limoeiro,691
24925,Santa Cecília,Limoeiro,691
24926,Limoeiro,Vila Clementino,691
24927,Jardim Europa,Perdizes,691
24928,Gasômetro,Limoeiro,691
24929,Rodrigues Alves,Limoeiro,691
24930,Gleba do Pessêgo,Fábrica Bandeirantes,691
24931,Limoeiro,Gasômetro,691
24932,São Domingos,Vila Leopoldina,691
24933,Tiquatira,Cidade Nitro-Operária,691
24934,Cambuci,Vila Gumercindo,691
24935,Francisco Matarazzo,Limoeiro,691
24936,Paraíso,Vila Nova Conceição,692
24937,Jabaquara,M' Boi Mirim,692
24938,Gomes Cardim,Águia de Haia,692
24939,M' Boi Mirim,Jabaquara,692
24940,Paraíso,Vila Buarque,692
24941,São Domingos,Emissário,692
24942,Parque Arariba,Santa Cecília,692
24943,Ladeira da Memória,São Carlos do Pinhal,693
24944,Ladeira da Memória,Ipiranga,693
24945,Jardim Vitória Régia,Moema,693
24946,Ladeira da Memória,Adventista,693
24947,Parada Inglesa,Vila Guilherme,693
24948,Santa Marina,Freguesia do Ó,693
24949,Vila Beatriz,Chácara Itaim,694
24950,Belenzinho,Jardim Helena,694
24951,Aricanduva,Sé,694
24952,Cidade Vargas,Vila Clementino,694
24953,Brasilândia,Vila Clementino,694
24954,Vila Esperança,Vila Jacuí,694
24955,Vila Clementino,Brasilândia,694
24956,Vila Jacuí,Vila Esperança,694
24957,Penha,Jardim Helena,694
24958,Jardim Helena,Vila Campanela,694
24959,Jardim Helena,Penha,694
24960,Jardim Helena,Limoeiro,694
24961,Sé,Francisco Matarazzo,694
24962,Perdizes,Liberdade,694
24963,Limoeiro,Jardim Helena,694
24964,Jardim João XXIII,Raposo Tavares,694
24965,Parque Boturussu,Parque Dom Pedro,694
24966,Parelheiros,Cupecê,695
24967,Vila Ipojuca,Freguesia do Ó,695
24968,Alfredo Pujol,Jardim das Pedras,695
24969,SESC Interlagos,Vila Santa Catarina,695
24970,Cupecê,Parelheiros,695
24971,Cidade IV Centenário,Sé,695
24972,Vila Santa Catarina,SESC Interlagos,695
24973,Bela Vista,Vila Matilde,695
24974,Sé,Cidade IV Centenário,695
24975,Vila Medeiros,Sé,695
24976,Butantã,Jardim Adalgiza,696
24977,Granja Julieta,Paraisópolis,696
24978,São Mateus,Tatuapé,696
24979,Tremembé,Alfredo Pujol,696
24980,Tatuapé,São Mateus,696
24981,Vila Cordeiro,Bandeirantes,696
24982,Paraíso,Ladeira da Memória,697
24983,Vila Bertioga,Linhas Corrente,697
24984,República,Vila Madalena,697
24985,Tatuapé,Guaianases,697
24986,Vila Cordeiro,Jardim Cambará,697
24987,Guaianases,Tatuapé,697
24988,Jardim Miriam,Santa Cruz,697
24989,República,Capão Redondo,697
24990,Vila Carmosina,São Miguel Paulista,697
24991,Rio Bonito,Cupecê,697
24992,Cupecê,Rio Bonito,697
24993,Rio Bonito,Vila Socorro,698
24994,Vila Bertioga,Canindé,698
24995,Jardim Miriam,Vieira de Moraes,698
24996,Rio Bonito,Jardim Caxingui,698
24997,Riviera,Jurubatuba,698
24998,Jardim São Paulo,Coroa,699
24999,Limoeiro,Vila Matilde,699
25000,Jardim Helena,Marechal Deodoro,699
25001,Chácara do Piqueri,Jardim Helena,699
25002,Cupecê,Pamplona,699
25003,Parque Peruche,Santa Cecília,699
25004,Jardim Paulistano,Vila Beatriz,699
25005,Vila Buarque,Mirandópolis,699
25006,Santa Cecília,Parque Peruche,699
25007,Brooklin,Jurubatuba,699
25008,Vila Buarque,Francisco Matarazzo,699
25009,Vila Nova Conceição,Rodrigues Alves,700
25010,Santo Amaro,Jardim Vitória Régia,700
25011,Pirituba,Liberdade,700
25012,Fazenda Morumbi,Morumbi,700
25013,Vila Isolina Mazzei,Pirituba,700
25014,Pompéia,Clínicas,700
25015,Santa Terezinha,Cohab Jova Real,700
25016,Cohab Jova Real,Santa Terezinha,700
25017,Santa Cecília,Treze de Maio,700
25018,Jardim da Glória,Bosque da Saúde,701
25019,Jaguaré,Santa Marina,701
25020,Jardim Paulistano,Chácara Itaim,701
25021,Vila Buarque,Vila Sônia,701
25022,Pamplona,Trianon,701
25023,Granja Julieta,Ermelino Matarazzo,702
25024,Ermelino Matarazzo,Luz,702
25025,Vila Jacuí,Centro Cultural,702
25026,Vila Monumento,Liberdade,702
25027,Ermelino Matarazzo,Granja Julieta,702
25028,Brasilândia,Saúde,702
25029,Praça João Mendes,Barra Funda,703
25030,Itaberaba,Berrini,703
25031,Berrini,Itaberaba,703
25032,Pinheiros,Raposo Tavares,703
25033,Cidade A.E.Carvalho,Belenzinho,703
25034,Limão,Rodrigues Alves,704
25035,Perus,Jóquei Clube,704
25036,Cidade Tiradentes,Campinas,705
25037,Praça João Mendes,Cachoeirinha,705
25038,Santa Cecília,Cidade Tiradentes,705
25039,Planalto Paulista,Clínicas,705
25040,Gasômetro,Parque Novo Mundo,705
25041,Vila Mariana,Cidade Tiradentes,705
25042,Cidade Tiradentes,Vila Mariana,705
25043,Lajeado,Parque Dom Pedro,706
25044,Moóca,Ana Rosa,706
25045,Parque Dom Pedro,Lajeado,706
25046,Emissário,São Domingos,706
25047,Fábrica Bandeirantes,Rio Bonito,707
25048,Tatuapé,Cidade IV Centenário,707
25049,Cambuci,Alfredo Pujol,707
25050,Parque São Lucas,Alto da Moóca,707
25051,Zaki Narchi,Parada Inglesa,707
25052,Anchieta,Vila Cordeiro,707
25053,Jardim Brasil,Parada Inglesa,707
25054,Praça João Mendes,Moinho Velho,707
25055,Vila Cordeiro,Anchieta,707
25056,Consolação,Jardim Paulistano,707
25057,Vila Medeiros,Vila Jaguara,707
25058,Lapa,Pompéia,708
25059,Chácara Flora,Sé,708
25060,Vila Cordeiro,Jardim Aeroporto,708
25061,Jardim Mitsutani,Lapa,708
25062,Lapa,Jardim Mitsutani,708
25063,Itaberaba,Consolação,708
25064,SESC Interlagos,Emissário,708
25065,Emissário,SESC Interlagos,708
25066,Vila Clementino,SESC Interlagos,708
