id_radar,id_acidente_500m,id_acidente_1000m,id_acidente_2000m
115,D021802450,D021801008,D021800485
115,D021802450,D021801008,D021800495
115,D021802450,D021801008,D021800568
115,D021802450,D021801008,D021800594
115,D021802450,D021801008,D021800609
115,D021802450,D021801008,D021800684
115,D021802450,D021801008,D021800961
115,D021802450,D021801008,D021800965
115,D021802450,D021801008,D021801008
115,D021802450,D021801008,D021801136
115,D021802450,D021801008,D021801545
115,D021802450,D021801008,D021801639
115,D021802450,D021801008,D021801732
115,D021802450,D021801008,D021801798
115,D021802450,D021801008,D021801856
115,D021802450,D021801008,D021801875
115,D021802450,D021801008,D021801991
115,D021802450,D021801008,D021802059
115,D021802450,D021801008,D021802121
115,D021802450,D021801008,D021802323
115,D021802450,D021801008,D021802450
115,D021802450,D021801008,D021802464
115,D021802450,D021801008,D021802644
115,D021802450,D021801008,D021802946
115,D021802450,D021801136,D021800318
115,D021802450,D021801136,D021800377
115,D021802450,D021801136,D021800389
115,D021802450,D021801136,D021800485
115,D021802450,D021801136,D021800495
115,D021802450,D021801136,D021800568
115,D021802450,D021801136,D021800594
115,D021802450,D021801136,D021800609
115,D021802450,D021801136,D021800684
115,D021802450,D021801136,D021800961
115,D021802450,D021801136,D021800965
115,D021802450,D021801136,D021801008
115,D021802450,D021801136,D021801136
115,D021802450,D021801136,D021801545
115,D021802450,D021801136,D021801639
115,D021802450,D021801136,D021801732
115,D021802450,D021801136,D021801798
115,D021802450,D021801136,D021801856
115,D021802450,D021801136,D021801875
115,D021802450,D021801136,D021801991
115,D021802450,D021801136,D021802059
115,D021802450,D021801136,D021802121
115,D021802450,D021801136,D021802323
115,D021802450,D021801136,D021802450
115,D021802450,D021801136,D021802464
115,D021802450,D021801136,D021802644
115,D021802450,D021801136,D021802946
115,D021802450,D021801545,D021800318
115,D021802450,D021801545,D021800377
115,D021802450,D021801545,D021800389
115,D021802450,D021801545,D021800485
115,D021802450,D021801545,D021800495
115,D021802450,D021801545,D021800568
115,D021802450,D021801545,D021800594
115,D021802450,D021801545,D021800609
115,D021802450,D021801545,D021800684
115,D021802450,D021801545,D021800961
115,D021802450,D021801545,D021800965
115,D021802450,D021801545,D021801008
115,D021802450,D021801545,D021801136
115,D021802450,D021801545,D021801545
115,D021802450,D021801545,D021801639
115,D021802450,D021801545,D021801732
115,D021802450,D021801545,D021801798
115,D021802450,D021801545,D021801856
115,D021802450,D021801545,D021801875
115,D021802450,D021801545,D021801991
115,D021802450,D021801545,D021802059
115,D021802450,D021801545,D021802121
115,D021802450,D021801545,D021802323
115,D021802450,D021801545,D021802450
115,D021802450,D021801545,D021802464
115,D021802450,D021801545,D021802644
115,D021802450,D021801545,D021802946
115,D021802450,D021801798,D021800318
115,D021802450,D021801798,D021800377
115,D021802450,D021801798,D021800389
115,D021802450,D021801798,D021800485
115,D021802450,D021801798,D021800495
115,D021802450,D021801798,D021800568
115,D021802450,D021801798,D021800594
115,D021802450,D021801798,D021800609
115,D021802450,D021801798,D021800684
115,D021802450,D021801798,D021800961
115,D021802450,D021801798,D021800965
115,D021802450,D021801798,D021801008
115,D021802450,D021801798,D021801136
115,D021802450,D021801798,D021801545
115,D021802450,D021801798,D021801639
115,D021802450,D021801798,D021801732
115,D021802450,D021801798,D021801798
115,D021802450,D021801798,D021801856
115,D021802450,D021801798,D021801875
115,D021802450,D021801798,D021801991
115,D021802450,D021801798,D021802059
115,D021802450,D021801798,D021802121
115,D021802450,D021801798,D021802323
115,D021802450,D021801798,D021802450
115,D021802450,D021801798,D021802464
115,D021802450,D021801798,D021802644
115,D021802450,D021801798,D021802946
115,D021802450,D021801875,D021800318
115,D021802450,D021801875,D021800377
115,D021802450,D021801875,D021800389
115,D021802450,D021801875,D021800485
115,D021802450,D021801875,D021800495
115,D021802450,D021801875,D021800568
115,D021802450,D021801875,D021800594
115,D021802450,D021801875,D021800609
115,D021802450,D021801875,D021800684
115,D021802450,D021801875,D021800961
115,D021802450,D021801875,D021800965
115,D021802450,D021801875,D021801008
115,D021802450,D021801875,D021801136
115,D021802450,D021801875,D021801545
115,D021802450,D021801875,D021801639
115,D021802450,D021801875,D021801732
115,D021802450,D021801875,D021801798
115,D021802450,D021801875,D021801856
115,D021802450,D021801875,D021801875
115,D021802450,D021801875,D021801991
115,D021802450,D021801875,D021802059
115,D021802450,D021801875,D021802121
115,D021802450,D021801875,D021802323
115,D021802450,D021801875,D021802450
115,D021802450,D021801875,D021802464
115,D021802450,D021801875,D021802644
115,D021802450,D021801875,D021802946
115,D021802450,D021801991,D021800318
115,D021802450,D021801991,D021800377
115,D021802450,D021801991,D021800389
115,D021802450,D021801991,D021800485
115,D021802450,D021801991,D021800495
115,D021802450,D021801991,D021800568
115,D021802450,D021801991,D021800594
115,D021802450,D021801991,D021800609
115,D021802450,D021801991,D021800684
115,D021802450,D021801991,D021800961
115,D021802450,D021801991,D021800965
115,D021802450,D021801991,D021801008
115,D021802450,D021801991,D021801136
115,D021802450,D021801991,D021801545
115,D021802450,D021801991,D021801639
115,D021802450,D021801991,D021801732
115,D021802450,D021801991,D021801798
115,D021802450,D021801991,D021801856
115,D021802450,D021801991,D021801875
115,D021802450,D021801991,D021801991
115,D021802450,D021801991,D021802059
115,D021802450,D021801991,D021802121
115,D021802450,D021801991,D021802323
115,D021802450,D021801991,D021802450
115,D021802450,D021801991,D021802464
115,D021802450,D021801991,D021802644
115,D021802450,D021801991,D021802946
115,D021802450,D021802323,D021800318
115,D021802450,D021802323,D021800377
115,D021802450,D021802323,D021800389
115,D021802450,D021802323,D021800485
115,D021802450,D021802323,D021800495
115,D021802450,D021802323,D021800568
115,D021802450,D021802323,D021800594
115,D021802450,D021802323,D021800609
115,D021802450,D021802323,D021800684
115,D021802450,D021802323,D021800961
115,D021802450,D021802323,D021800965
115,D021802450,D021802323,D021801008
115,D021802450,D021802323,D021801136
115,D021802450,D021802323,D021801545
115,D021802450,D021802323,D021801639
115,D021802450,D021802323,D021801732
115,D021802450,D021802323,D021801798
115,D021802450,D021802323,D021801856
115,D021802450,D021802323,D021801875
115,D021802450,D021802323,D021801991
115,D021802450,D021802323,D021802059
115,D021802450,D021802323,D021802121
115,D021802450,D021802323,D021802323
115,D021802450,D021802323,D021802450
115,D021802450,D021802323,D021802464
115,D021802450,D021802323,D021802644
115,D021802450,D021802323,D021802946
115,D021802450,D021802450,D021800318
115,D021802450,D021802450,D021800377
115,D021802450,D021802450,D021800389
115,D021802450,D021802450,D021800485
115,D021802450,D021802450,D021800495
115,D021802450,D021802450,D021800568
115,D021802450,D021802450,D021800594
115,D021802450,D021802450,D021800609
115,D021802450,D021802450,D021800684
115,D021802450,D021802450,D021800961
115,D021802450,D021802450,D021800965
115,D021802450,D021802450,D021801008
115,D021802450,D021802450,D021801136
115,D021802450,D021802450,D021801545
115,D021802450,D021802450,D021801639
115,D021802450,D021802450,D021801732
115,D021802450,D021802450,D021801798
115,D021802450,D021802450,D021801856
115,D021802450,D021802450,D021801875
115,D021802450,D021802450,D021801991
115,D021802450,D021802450,D021802059
115,D021802450,D021802450,D021802121
115,D021802450,D021802450,D021802323
115,D021802450,D021802450,D021802450
115,D021802450,D021802450,D021802464
115,D021802450,D021802450,D021802644
115,D021802450,D021802450,D021802946
115,D021802450,D021802464,D021800318
115,D021802450,D021802464,D021800377
115,D021802450,D021802464,D021800389
115,D021802450,D021802464,D021800485
115,D021802450,D021802464,D021800495
115,D021802450,D021802464,D021800568
115,D021802450,D021802464,D021800594
115,D021802450,D021802464,D021800609
115,D021802450,D021802464,D021800684
115,D021802450,D021802464,D021800961
115,D021802450,D021802464,D021800965
115,D021802450,D021802464,D021801008
115,D021802450,D021802464,D021801136
115,D021802450,D021802464,D021801545
115,D021802450,D021802464,D021801639
115,D021802450,D021802464,D021801732
115,D021802450,D021802464,D021801798
115,D021802450,D021802464,D021801856
115,D021802450,D021802464,D021801875
115,D021802450,D021802464,D021801991
115,D021802450,D021802464,D021802059
115,D021802450,D021802464,D021802121
115,D021802450,D021802464,D021802323
115,D021802450,D021802464,D021802450
115,D021802450,D021802464,D021802464
115,D021802450,D021802464,D021802644
115,D021802450,D021802464,D021802946
115,D021802450,D021802644,D021800318
115,D021802450,D021802644,D021800377
115,D021802450,D021802644,D021800389
115,D021802450,D021802644,D021800485
115,D021802450,D021802644,D021800495
115,D021802450,D021802644,D021800568
115,D021802450,D021802644,D021800594
115,D021802450,D021802644,D021800609
115,D021802450,D021802644,D021800684
115,D021802450,D021802644,D021800961
115,D021802450,D021802644,D021800965
115,D021802450,D021802644,D021801008
115,D021802450,D021802644,D021801136
115,D021802450,D021802644,D021801545
115,D021802450,D021802644,D021801639
115,D021802450,D021802644,D021801732
115,D021802450,D021802644,D021801798
115,D021802450,D021802644,D021801856
115,D021802450,D021802644,D021801875
115,D021802450,D021802644,D021801991
115,D021802450,D021802644,D021802059
115,D021802450,D021802644,D021802121
115,D021802450,D021802644,D021802323
115,D021802450,D021802644,D021802450
115,D021802450,D021802644,D021802464
115,D021802450,D021802644,D021802644
115,D021802450,D021802644,D021802946
86,D021800329,D021800060,D021800060
86,D021800329,D021800060,D021800098
86,D021800329,D021800060,D021800329
86,D021800329,D021800060,D021800594
86,D021800329,D021800060,D021800705
86,D021800329,D021800060,D021800934
86,D021800329,D021800060,D021800961
86,D021800329,D021800060,D021801001
86,D021800329,D021800060,D021801196
86,D021800329,D021800060,D021801342
86,D021800329,D021800060,D021801579
86,D021800329,D021800060,D021801613
86,D021800329,D021800060,D021801639
86,D021800329,D021800060,D021801714
86,D021800329,D021800060,D021801737
86,D021800329,D021800060,D021801758
86,D021800329,D021800060,D021801974
86,D021800329,D021800060,D021802221
86,D021800329,D021800060,D021802946
86,D021800329,D021800329,D021800060
86,D021800329,D021800329,D021800098
86,D021800329,D021800329,D021800329
86,D021800329,D021800329,D021800594
86,D021800329,D021800329,D021800705
86,D021800329,D021800329,D021800934
86,D021800329,D021800329,D021800961
86,D021800329,D021800329,D021801001
86,D021800329,D021800329,D021801196
86,D021800329,D021800329,D021801342
86,D021800329,D021800329,D021801579
86,D021800329,D021800329,D021801613
86,D021800329,D021800329,D021801639
86,D021800329,D021800329,D021801714
86,D021800329,D021800329,D021801737
86,D021800329,D021800329,D021801758
86,D021800329,D021800329,D021801974
86,D021800329,D021800329,D021802221
86,D021800329,D021800329,D021802946
86,D021800329,D021801714,D021800060
86,D021800329,D021801714,D021800098
86,D021800329,D021801714,D021800329
86,D021800329,D021801714,D021800594
86,D021800329,D021801714,D021800705
86,D021800329,D021801714,D021800934
86,D021800329,D021801714,D021800961
86,D021800329,D021801714,D021801001
86,D021800329,D021801714,D021801196
86,D021800329,D021801714,D021801342
86,D021800329,D021801714,D021801579
86,D021800329,D021801714,D021801613
86,D021800329,D021801714,D021801639
86,D021800329,D021801714,D021801714
86,D021800329,D021801714,D021801737
86,D021800329,D021801714,D021801758
86,D021800329,D021801714,D021801974
86,D021800329,D021801714,D021802221
86,D021800329,D021801714,D021802946
86,D021800329,D021802221,D021800060
86,D021800329,D021802221,D021800098
86,D021800329,D021802221,D021800329
86,D021800329,D021802221,D021800594
86,D021800329,D021802221,D021800705
86,D021800329,D021802221,D021800934
86,D021800329,D021802221,D021800961
86,D021800329,D021802221,D021801001
86,D021800329,D021802221,D021801196
86,D021800329,D021802221,D021801342
86,D021800329,D021802221,D021801579
86,D021800329,D021802221,D021801613
86,D021800329,D021802221,D021801639
86,D021800329,D021802221,D021801714
86,D021800329,D021802221,D021801737
86,D021800329,D021802221,D021801758
86,D021800329,D021802221,D021801974
86,D021800329,D021802221,D021802221
86,D021800329,D021802221,D021802946
86,D021801714,D021800060,D021800060
86,D021801714,D021800060,D021800098
86,D021801714,D021800060,D021800329
86,D021801714,D021800060,D021800594
86,D021801714,D021800060,D021800705
86,D021801714,D021800060,D021800934
86,D021801714,D021800060,D021800961
86,D021801714,D021800060,D021801001
86,D021801714,D021800060,D021801196
86,D021801714,D021800060,D021801342
86,D021801714,D021800060,D021801579
86,D021801714,D021800060,D021801613
86,D021801714,D021800060,D021801639
86,D021801714,D021800060,D021801714
86,D021801714,D021800060,D021801737
86,D021801714,D021800060,D021801758
86,D021801714,D021800060,D021801974
86,D021801714,D021800060,D021802221
86,D021801714,D021800060,D021802946
86,D021801714,D021800329,D021800060
86,D021801714,D021800329,D021800098
86,D021801714,D021800329,D021800329
86,D021801714,D021800329,D021800594
86,D021801714,D021800329,D021800705
86,D021801714,D021800329,D021800934
86,D021801714,D021800329,D021800961
86,D021801714,D021800329,D021801001
86,D021801714,D021800329,D021801196
86,D021801714,D021800329,D021801342
86,D021801714,D021800329,D021801579
86,D021801714,D021800329,D021801613
86,D021801714,D021800329,D021801639
86,D021801714,D021800329,D021801714
86,D021801714,D021800329,D021801737
86,D021801714,D021800329,D021801758
86,D021801714,D021800329,D021801974
86,D021801714,D021800329,D021802221
86,D021801714,D021800329,D021802946
86,D021801714,D021801714,D021800060
86,D021801714,D021801714,D021800098
86,D021801714,D021801714,D021800329
86,D021801714,D021801714,D021800594
86,D021801714,D021801714,D021800705
86,D021801714,D021801714,D021800934
86,D021801714,D021801714,D021800961
86,D021801714,D021801714,D021801001
86,D021801714,D021801714,D021801196
86,D021801714,D021801714,D021801342
86,D021801714,D021801714,D021801579
86,D021801714,D021801714,D021801613
86,D021801714,D021801714,D021801639
86,D021801714,D021801714,D021801714
86,D021801714,D021801714,D021801737
86,D021801714,D021801714,D021801758
86,D021801714,D021801714,D021801974
86,D021801714,D021801714,D021802221
86,D021801714,D021801714,D021802946
86,D021801714,D021802221,D021800060
86,D021801714,D021802221,D021800098
86,D021801714,D021802221,D021800329
86,D021801714,D021802221,D021800594
86,D021801714,D021802221,D021800705
86,D021801714,D021802221,D021800934
86,D021801714,D021802221,D021800961
86,D021801714,D021802221,D021801001
86,D021801714,D021802221,D021801196
86,D021801714,D021802221,D021801342
86,D021801714,D021802221,D021801579
86,D021801714,D021802221,D021801613
86,D021801714,D021802221,D021801639
86,D021801714,D021802221,D021801714
86,D021801714,D021802221,D021801737
86,D021801714,D021802221,D021801758
86,D021801714,D021802221,D021801974
86,D021801714,D021802221,D021802221
86,D021801714,D021802221,D021802946
88,D021800329,D021800060,D021800060
88,D021800329,D021800060,D021800098
88,D021800329,D021800060,D021800329
88,D021800329,D021800060,D021800594
88,D021800329,D021800060,D021800682
88,D021800329,D021800060,D021800705
88,D021800329,D021800060,D021800934
88,D021800329,D021800060,D021800961
88,D021800329,D021800060,D021801001
88,D021800329,D021800060,D021801196
88,D021800329,D021800060,D021801579
88,D021800329,D021800060,D021801613
88,D021800329,D021800060,D021801639
88,D021800329,D021800060,D021801714
88,D021800329,D021800060,D021801737
88,D021800329,D021800060,D021801758
88,D021800329,D021800060,D021801974
88,D021800329,D021800060,D021802221
88,D021800329,D021800060,D021802298
88,D021800329,D021800060,D021802946
88,D021800329,D021800329,D021800060
88,D021800329,D021800329,D021800098
88,D021800329,D021800329,D021800329
88,D021800329,D021800329,D021800594
88,D021800329,D021800329,D021800682
88,D021800329,D021800329,D021800705
88,D021800329,D021800329,D021800934
88,D021800329,D021800329,D021800961
88,D021800329,D021800329,D021801001
88,D021800329,D021800329,D021801196
88,D021800329,D021800329,D021801579
88,D021800329,D021800329,D021801613
88,D021800329,D021800329,D021801639
88,D021800329,D021800329,D021801714
88,D021800329,D021800329,D021801737
88,D021800329,D021800329,D021801758
88,D021800329,D021800329,D021801974
88,D021800329,D021800329,D021802221
88,D021800329,D021800329,D021802298
88,D021800329,D021800329,D021802946
88,D021800329,D021801579,D021800060
88,D021800329,D021801579,D021800098
88,D021800329,D021801579,D021800329
88,D021800329,D021801579,D021800594
88,D021800329,D021801579,D021800682
88,D021800329,D021801579,D021800705
88,D021800329,D021801579,D021800934
88,D021800329,D021801579,D021800961
88,D021800329,D021801579,D021801001
88,D021800329,D021801579,D021801196
88,D021800329,D021801579,D021801579
88,D021800329,D021801579,D021801613
88,D021800329,D021801579,D021801639
88,D021800329,D021801579,D021801714
88,D021800329,D021801579,D021801737
88,D021800329,D021801579,D021801758
88,D021800329,D021801579,D021801974
88,D021800329,D021801579,D021802221
88,D021800329,D021801579,D021802298
88,D021800329,D021801579,D021802946
88,D021800329,D021801714,D021800060
88,D021800329,D021801714,D021800098
88,D021800329,D021801714,D021800329
88,D021800329,D021801714,D021800594
88,D021800329,D021801714,D021800682
88,D021800329,D021801714,D021800705
88,D021800329,D021801714,D021800934
88,D021800329,D021801714,D021800961
88,D021800329,D021801714,D021801001
88,D021800329,D021801714,D021801196
88,D021800329,D021801714,D021801579
88,D021800329,D021801714,D021801613
88,D021800329,D021801714,D021801639
88,D021800329,D021801714,D021801714
88,D021800329,D021801714,D021801737
88,D021800329,D021801714,D021801758
88,D021800329,D021801714,D021801974
88,D021800329,D021801714,D021802221
88,D021800329,D021801714,D021802298
88,D021800329,D021801714,D021802946
88,D021800329,D021802221,D021800060
88,D021800329,D021802221,D021800098
88,D021800329,D021802221,D021800329
88,D021800329,D021802221,D021800594
88,D021800329,D021802221,D021800682
88,D021800329,D021802221,D021800705
88,D021800329,D021802221,D021800934
88,D021800329,D021802221,D021800961
88,D021800329,D021802221,D021801001
88,D021800329,D021802221,D021801196
88,D021800329,D021802221,D021801579
88,D021800329,D021802221,D021801613
88,D021800329,D021802221,D021801639
88,D021800329,D021802221,D021801714
88,D021800329,D021802221,D021801737
88,D021800329,D021802221,D021801758
88,D021800329,D021802221,D021801974
88,D021800329,D021802221,D021802221
88,D021800329,D021802221,D021802298
88,D021800329,D021802221,D021802946
469,D021800359,D021800359,D021800093
469,D021800359,D021800359,D021800359
469,D021800359,D021800359,D021800651
469,D021800359,D021800359,D021801174
469,D021800359,D021800359,D021801179
469,D021800359,D021800359,D021801241
469,D021800359,D021800359,D021801261
469,D021800359,D021800359,D021801817
469,D021800359,D021800359,D021801859
469,D021800359,D021800359,D021801898
469,D021800359,D021800359,D021801937
469,D021800359,D021800359,D021801966
469,D021800359,D021800359,D021802495
469,D021800359,D021800359,D021802704
469,D021800359,D021800359,D021802818
469,D021800359,D021801241,D021800093
469,D021800359,D021801241,D021800359
469,D021800359,D021801241,D021800651
469,D021800359,D021801241,D021801174
469,D021800359,D021801241,D021801179
469,D021800359,D021801241,D021801241
469,D021800359,D021801241,D021801261
469,D021800359,D021801241,D021801817
469,D021800359,D021801241,D021801859
469,D021800359,D021801241,D021801898
469,D021800359,D021801241,D021801937
469,D021800359,D021801241,D021801966
469,D021800359,D021801241,D021802495
469,D021800359,D021801241,D021802704
469,D021800359,D021801241,D021802818
469,D021800359,D021801859,D021800093
469,D021800359,D021801859,D021800359
469,D021800359,D021801859,D021800651
469,D021800359,D021801859,D021801174
469,D021800359,D021801859,D021801179
469,D021800359,D021801859,D021801241
469,D021800359,D021801859,D021801261
469,D021800359,D021801859,D021801817
469,D021800359,D021801859,D021801859
469,D021800359,D021801859,D021801898
469,D021800359,D021801859,D021801937
469,D021800359,D021801859,D021801966
469,D021800359,D021801859,D021802495
469,D021800359,D021801859,D021802704
469,D021800359,D021801859,D021802818
469,D021800359,D021802818,D021800093
469,D021800359,D021802818,D021800359
469,D021800359,D021802818,D021800651
469,D021800359,D021802818,D021801174
469,D021800359,D021802818,D021801179
469,D021800359,D021802818,D021801241
469,D021800359,D021802818,D021801261
469,D021800359,D021802818,D021801817
469,D021800359,D021802818,D021801859
469,D021800359,D021802818,D021801898
469,D021800359,D021802818,D021801937
469,D021800359,D021802818,D021801966
469,D021800359,D021802818,D021802495
469,D021800359,D021802818,D021802704
469,D021800359,D021802818,D021802818
139,D021800377,D021800377,D021800318
139,D021800377,D021800377,D021800377
139,D021800377,D021800377,D021800389
139,D021800377,D021800377,D021800497
139,D021800377,D021800377,D021800608
139,D021800377,D021800377,D021800609
139,D021800377,D021800377,D021800684
139,D021800377,D021800377,D021800965
139,D021800377,D021800377,D021801008
139,D021800377,D021800377,D021801136
139,D021800377,D021800377,D021801277
139,D021800377,D021800377,D021801334
139,D021800377,D021800377,D021801545
139,D021800377,D021800377,D021801693
139,D021800377,D021800377,D021801798
139,D021800377,D021800377,D021801856
139,D021800377,D021800377,D021801875
139,D021800377,D021800377,D021801991
139,D021800377,D021800377,D021802015
139,D021800377,D021800377,D021802059
139,D021800377,D021800377,D021802090
139,D021800377,D021800377,D021802323
139,D021800377,D021800377,D021802365
139,D021800377,D021800377,D021802450
139,D021800377,D021800377,D021802464
139,D021800377,D021800377,D021802638
139,D021800377,D021800377,D021802644
139,D021800377,D021800377,D021802843
139,D021800377,D021800389,D021800318
139,D021800377,D021800389,D021800377
139,D021800377,D021800389,D021800389
139,D021800377,D021800389,D021800497
139,D021800377,D021800389,D021800608
139,D021800377,D021800389,D021800609
139,D021800377,D021800389,D021800684
139,D021800377,D021800389,D021800965
139,D021800377,D021800389,D021801008
139,D021800377,D021800389,D021801136
139,D021800377,D021800389,D021801277
139,D021800377,D021800389,D021801334
139,D021800377,D021800389,D021801545
139,D021800377,D021800389,D021801693
139,D021800377,D021800389,D021801798
139,D021800377,D021800389,D021801856
139,D021800377,D021800389,D021801875
139,D021800377,D021800389,D021801991
139,D021800377,D021800389,D021802015
139,D021800377,D021800389,D021802059
139,D021800377,D021800389,D021802090
139,D021800377,D021800389,D021802323
139,D021800377,D021800389,D021802365
139,D021800377,D021800389,D021802450
139,D021800377,D021800389,D021802464
139,D021800377,D021800389,D021802638
139,D021800377,D021800389,D021802644
139,D021800377,D021800389,D021802843
139,D021800377,D021800684,D021800318
139,D021800377,D021800684,D021800377
139,D021800377,D021800684,D021800389
139,D021800377,D021800684,D021800497
139,D021800377,D021800684,D021800608
139,D021800377,D021800684,D021800609
139,D021800377,D021800684,D021800684
139,D021800377,D021800684,D021800965
139,D021800377,D021800684,D021801008
139,D021800377,D021800684,D021801136
139,D021800377,D021800684,D021801277
139,D021800377,D021800684,D021801334
139,D021800377,D021800684,D021801545
139,D021800377,D021800684,D021801693
139,D021800377,D021800684,D021801798
139,D021800377,D021800684,D021801856
139,D021800377,D021800684,D021801875
139,D021800377,D021800684,D021801991
139,D021800377,D021800684,D021802015
139,D021800377,D021800684,D021802059
139,D021800377,D021800684,D021802090
139,D021800377,D021800684,D021802323
139,D021800377,D021800684,D021802365
139,D021800377,D021800684,D021802450
139,D021800377,D021800684,D021802464
139,D021800377,D021800684,D021802638
139,D021800377,D021800684,D021802644
139,D021800377,D021800684,D021802843
139,D021800377,D021800965,D021800318
139,D021800377,D021800965,D021800377
139,D021800377,D021800965,D021800389
139,D021800377,D021800965,D021800497
139,D021800377,D021800965,D021800608
139,D021800377,D021800965,D021800609
139,D021800377,D021800965,D021800684
139,D021800377,D021800965,D021800965
139,D021800377,D021800965,D021801008
139,D021800377,D021800965,D021801136
139,D021800377,D021800965,D021801277
139,D021800377,D021800965,D021801334
139,D021800377,D021800965,D021801545
139,D021800377,D021800965,D021801693
139,D021800377,D021800965,D021801798
139,D021800377,D021800965,D021801856
139,D021800377,D021800965,D021801875
139,D021800377,D021800965,D021801991
139,D021800377,D021800965,D021802015
139,D021800377,D021800965,D021802059
139,D021800377,D021800965,D021802090
139,D021800377,D021800965,D021802323
139,D021800377,D021800965,D021802365
139,D021800377,D021800965,D021802450
139,D021800377,D021800965,D021802464
139,D021800377,D021800965,D021802638
139,D021800377,D021800965,D021802644
139,D021800377,D021800965,D021802843
139,D021800377,D021801856,D021800318
139,D021800377,D021801856,D021800377
139,D021800377,D021801856,D021800389
139,D021800377,D021801856,D021800497
139,D021800377,D021801856,D021800608
139,D021800377,D021801856,D021800609
139,D021800377,D021801856,D021800684
139,D021800377,D021801856,D021800965
139,D021800377,D021801856,D021801008
139,D021800377,D021801856,D021801136
139,D021800377,D021801856,D021801277
139,D021800377,D021801856,D021801334
139,D021800377,D021801856,D021801545
139,D021800377,D021801856,D021801693
139,D021800377,D021801856,D021801798
139,D021800377,D021801856,D021801856
139,D021800377,D021801856,D021801875
139,D021800377,D021801856,D021801991
139,D021800377,D021801856,D021802015
139,D021800377,D021801856,D021802059
139,D021800377,D021801856,D021802090
139,D021800377,D021801856,D021802323
139,D021800377,D021801856,D021802365
139,D021800377,D021801856,D021802450
139,D021800377,D021801856,D021802464
139,D021800377,D021801856,D021802638
139,D021800377,D021801856,D021802644
139,D021800377,D021801856,D021802843
139,D021800377,D021801991,D021800318
139,D021800377,D021801991,D021800377
139,D021800377,D021801991,D021800389
139,D021800377,D021801991,D021800497
139,D021800377,D021801991,D021800608
139,D021800377,D021801991,D021800609
139,D021800377,D021801991,D021800684
139,D021800377,D021801991,D021800965
139,D021800377,D021801991,D021801008
139,D021800377,D021801991,D021801136
139,D021800377,D021801991,D021801277
139,D021800377,D021801991,D021801334
139,D021800377,D021801991,D021801545
139,D021800377,D021801991,D021801693
139,D021800377,D021801991,D021801798
139,D021800377,D021801991,D021801856
139,D021800377,D021801991,D021801875
139,D021800377,D021801991,D021801991
139,D021800377,D021801991,D021802015
139,D021800377,D021801991,D021802059
139,D021800377,D021801991,D021802090
139,D021800377,D021801991,D021802323
139,D021800377,D021801991,D021802365
139,D021800377,D021801991,D021802450
139,D021800377,D021801991,D021802464
139,D021800377,D021801991,D021802638
139,D021800377,D021801991,D021802644
139,D021800377,D021801991,D021802843
139,D021800377,D021802365,D021800318
139,D021800377,D021802365,D021800377
139,D021800377,D021802365,D021800389
139,D021800377,D021802365,D021800497
139,D021800377,D021802365,D021800608
139,D021800377,D021802365,D021800609
139,D021800377,D021802365,D021800684
139,D021800377,D021802365,D021800965
139,D021800377,D021802365,D021801008
139,D021800377,D021802365,D021801136
139,D021800377,D021802365,D021801277
139,D021800377,D021802365,D021801334
139,D021800377,D021802365,D021801545
139,D021800377,D021802365,D021801693
139,D021800377,D021802365,D021801798
139,D021800377,D021802365,D021801856
139,D021800377,D021802365,D021801875
139,D021800377,D021802365,D021801991
139,D021800377,D021802365,D021802015
139,D021800377,D021802365,D021802059
139,D021800377,D021802365,D021802090
139,D021800377,D021802365,D021802323
139,D021800377,D021802365,D021802365
139,D021800377,D021802365,D021802450
139,D021800377,D021802365,D021802464
139,D021800377,D021802365,D021802638
139,D021800377,D021802365,D021802644
139,D021800377,D021802365,D021802843
139,D021800377,D021802843,D021800318
139,D021800377,D021802843,D021800377
139,D021800377,D021802843,D021800389
139,D021800377,D021802843,D021800497
139,D021800377,D021802843,D021800608
139,D021800377,D021802843,D021800609
139,D021800377,D021802843,D021800684
139,D021800377,D021802843,D021800965
139,D021800377,D021802843,D021801008
139,D021800377,D021802843,D021801136
139,D021800377,D021802843,D021801277
139,D021800377,D021802843,D021801334
139,D021800377,D021802843,D021801545
139,D021800377,D021802843,D021801693
139,D021800377,D021802843,D021801798
139,D021800377,D021802843,D021801856
139,D021800377,D021802843,D021801875
139,D021800377,D021802843,D021801991
139,D021800377,D021802843,D021802015
139,D021800377,D021802843,D021802059
139,D021800377,D021802843,D021802090
139,D021800377,D021802843,D021802323
139,D021800377,D021802843,D021802365
139,D021800377,D021802843,D021802450
139,D021800377,D021802843,D021802464
139,D021800377,D021802843,D021802638
139,D021800377,D021802843,D021802644
139,D021800377,D021802843,D021802843
139,D021801856,D021800377,D021800318
139,D021801856,D021800377,D021800377
139,D021801856,D021800377,D021800389
139,D021801856,D021800377,D021800497
139,D021801856,D021800377,D021800608
139,D021801856,D021800377,D021800609
139,D021801856,D021800377,D021800684
139,D021801856,D021800377,D021800965
139,D021801856,D021800377,D021801008
139,D021801856,D021800377,D021801136
139,D021801856,D021800377,D021801277
139,D021801856,D021800377,D021801334
139,D021801856,D021800377,D021801545
139,D021801856,D021800377,D021801693
139,D021801856,D021800377,D021801798
139,D021801856,D021800377,D021801856
139,D021801856,D021800377,D021801875
139,D021801856,D021800377,D021801991
