record_id,Placa,Veículo,Tipo de Veículo,driverVeiculo_id
eae2f26f-77d5-4847-8e23-6a8fe9e1d09f,,Bicicleta,Bicicleta,7ceab4f1-fee5-4016-8301-3ed77bc2ab73
f6fd37bf-57bb-435a-9992-20e6e44e2012,,Moto,Motocicleta,612a557c-e5de-4fc2-818d-7487ebc165e9
f6fd37bf-57bb-435a-9992-20e6e44e2012,,Auto,Automóvel,79a90a3b-04fe-40ee-a9b8-583041b598d7
f6fd37bf-57bb-435a-9992-20e6e44e2012,,Bicicleta,Bicicleta,6f8ba1b0-fd6e-43e7-88c4-482fd4e91897
3989871b-45c3-444a-873e-bc23d3b73016,,Moto,Motocicleta,d911a2f0-cb4d-4fef-935a-c917c2f8b5a9
3989871b-45c3-444a-873e-bc23d3b73016,,Bicicleta,Bicicleta,f8eb3cf2-7b44-44fb-a44f-a08eaef2237f
414676df-622d-4d39-95fc-f7613b12df0f,,Bicicleta,Bicicleta,652d9420-c1b0-4f0a-a93c-14ccc2b8e115
2498241f-2868-4a4a-b574-e960bb4e1cf5,,Auto,Automóvel,d750fe51-11cd-4ef9-b6fb-1bb3e0d2132b
2498241f-2868-4a4a-b574-e960bb4e1cf5,,Bicicleta,Bicicleta,b335934f-4823-4dd6-aa37-c90e0bd9cf5e
be6e46f4-893a-4599-a280-e78386245ab3,,Bicicleta,Bicicleta,98f65a5b-38ee-40cb-b44d-fa647e0c1556
be6e46f4-893a-4599-a280-e78386245ab3,,Ônibus,Ônibus,3241aaec-2171-43ab-bfc0-7924d570e442
15bda232-5276-43fa-8df3-0af5e3bb3399,,Bicicleta,Bicicleta,a7a0263d-64ba-4a88-b650-9aaedb732306
15bda232-5276-43fa-8df3-0af5e3bb3399,,Auto,Automóvel,d5270443-4dda-4e3f-b00e-6b445db85d36
b2a07da2-5408-4bb2-815e-53cc1ffde6da,,Bicicleta,Bicicleta,36ca9d7b-a1c9-45b6-8198-ca5f478dbe5d
80491c90-2685-4116-b34c-daf20a2dcaae,,Auto,Automóvel,eddbde77-1811-4ea3-908e-4e6bed76f50d
80491c90-2685-4116-b34c-daf20a2dcaae,,Bicicleta,Bicicleta,0f159b42-4216-449a-a794-2c7bbff8abc1
bdac2777-af2f-4dcc-a3ce-3628423925f9,,Auto,Automóvel,bb3fa6b9-098a-4557-9016-000ca44db750
bdac2777-af2f-4dcc-a3ce-3628423925f9,,Bicicleta,Bicicleta,a527bf67-5995-46e6-914c-154ad5f5b481
08bbd0cd-a8a9-464e-a690-246a416b347e,,Auto,Automóvel,e47d5682-308b-4641-af10-0fac1a4809a2
08bbd0cd-a8a9-464e-a690-246a416b347e,,Bicicleta,Bicicleta,1dfa069d-e563-4e7f-bcb4-1ca656b7bd04
cedaa3d4-b4d5-4e15-b9b9-f1b80dd003d6,,Auto,Automóvel,6777c3fb-90fb-478e-b52b-ba3e78c22957
cedaa3d4-b4d5-4e15-b9b9-f1b80dd003d6,,Bicicleta,Bicicleta,4b36fe63-cb41-4e93-b589-3fe0804addfa
99fedfda-658a-4579-a93a-cf372d36bb54,,Moto,Motocicleta,580a2d9e-fda0-4393-967f-3dc9958a5bc6
99fedfda-658a-4579-a93a-cf372d36bb54,,Bicicleta,Bicicleta,dadfb9cc-423d-4715-a626-2f11b0c8cf43
b53ea16a-ff2b-4c6a-ac3b-a40ca55245ad,,Auto,Automóvel,c36c5a82-6df3-4141-aece-1bb9b002bc82
b53ea16a-ff2b-4c6a-ac3b-a40ca55245ad,,Bicicleta,Bicicleta,72fdd880-f61e-4f53-8c08-66b6902a5367
5fed020a-22e9-4416-92db-9523a3d80364,,Auto,Automóvel,d1fac94a-24b8-43d4-8838-00529ccaba6c
5fed020a-22e9-4416-92db-9523a3d80364,,Bicicleta,Bicicleta,9df6922f-3b91-4af6-996d-a4bdb3eaccbd
e56c9caa-9e9d-4e59-9f48-963f6de90468,,Bicicleta,Bicicleta,8ce7d238-4344-4de6-82af-984d5a17e6e9
17a45424-dc22-4792-a650-04531ec09924,,Ônibus,Ônibus,5e63762f-c0f1-4db2-9138-58829d386fd7
17a45424-dc22-4792-a650-04531ec09924,,Bicicleta,Bicicleta,f57f2f77-bd13-4c72-85c5-85fc6a6b7d67
f372686f-5cba-4f57-8435-9f1dad8b2d31,,Auto,Automóvel,b1aba100-92f2-4316-99b1-2936b8ad4814
f372686f-5cba-4f57-8435-9f1dad8b2d31,,Bicicleta,Bicicleta,0f489ae1-29f8-4ebe-a0d2-21d877e32732
9d41b098-9cbc-4fc3-b39b-24674b216700,,Auto,Automóvel,5ae94141-96d8-4ee8-8789-ace365ccd389
9d41b098-9cbc-4fc3-b39b-24674b216700,,Bicicleta,Bicicleta,998e8d43-aebc-4a95-b807-2b3337b444c8
e40aa234-32fd-469a-ad35-4e7ac5d8b1e5,,Auto,Automóvel,685263d3-ece6-4aea-ad0f-e223572502a3
e40aa234-32fd-469a-ad35-4e7ac5d8b1e5,,Bicicleta,Bicicleta,5c32aa8e-95d5-4ee0-b6a2-646d464d62d2
3260c9fb-643d-425c-8ace-a423c9664a13,,Bicicleta,Bicicleta,f13eced4-7a97-4aca-b18a-746980e9dd84
3260c9fb-643d-425c-8ace-a423c9664a13,,Auto,Automóvel,c2e322a3-edf1-40fc-8cd7-b930f94c6f54
bd4173ea-73d0-43de-acb4-457a357d3469,,Bicicleta,Bicicleta,d82e2b81-c200-4116-8257-6bb1219b16d5
bd4173ea-73d0-43de-acb4-457a357d3469,,Auto,Automóvel,21cf5d98-a08a-4ae0-ab15-6b86da1362ab
7287e7ee-72b9-4df9-bcd2-af3f043a07de,,Auto,Automóvel,28c95b86-e22d-4e1c-9d81-d15c34d990c1
7287e7ee-72b9-4df9-bcd2-af3f043a07de,,Bicicleta,Bicicleta,654013f4-d475-48a7-b8ae-d006f909a739
6d5c86ba-7c55-4948-85cc-0a0cbc414bdb,,Auto,Automóvel,3d47aa55-f0d6-46a4-a5a3-fe82b44ef1a6
6d5c86ba-7c55-4948-85cc-0a0cbc414bdb,,Bicicleta,Bicicleta,44ea1377-5a8f-4b12-bc89-c8df5ad324d7
ef3c3b01-2cbb-4f96-905b-744ecde4c37f,,Auto,Automóvel,bd736f16-d9d0-41ed-833c-ab50c2b477d9
ef3c3b01-2cbb-4f96-905b-744ecde4c37f,,Bicicleta,Bicicleta,35ba12d7-cdb1-4f48-8c76-e14a3946b74b
460754dd-bb7d-46be-8388-821eeb1f39b3,,Auto,Automóvel,8f4a125e-5fe5-4b6d-8e70-155ddbd860a6
460754dd-bb7d-46be-8388-821eeb1f39b3,,Bicicleta,Bicicleta,bbe7d7df-06b0-4c5a-b5cf-d00d9d2f7604
74c106ef-7f8d-41e0-9839-ece76a5c85e3,,Auto,Automóvel,ed23d935-7a99-4682-a00f-256424e931c2
74c106ef-7f8d-41e0-9839-ece76a5c85e3,,Bicicleta,Bicicleta,ab46476c-9338-4d29-9144-f55803ade48b
dd020d44-bcf3-4993-b39a-dda54a4c44a9,,Bicicleta,Bicicleta,95df26d1-1b5c-4668-b599-1f05444e87c7
ea0d93ed-227a-4954-81ef-ab50e62100bb,,Bicicleta,Bicicleta,7df1f206-25ad-450d-b085-31866b1b2fa0
a4af3a06-2897-4b41-934d-d9c9816f1976,,Auto,Automóvel,2888b7ae-6388-422a-9a99-1c48ebd15fe4
a4af3a06-2897-4b41-934d-d9c9816f1976,,Bicicleta,Bicicleta,8862d616-4243-483f-a73b-dd35d43f1dee
7939603d-336f-4d20-8ce2-bf73786c9570,,Bicicleta,Bicicleta,841576d3-48b8-4113-b693-7b439efc07ad
7939603d-336f-4d20-8ce2-bf73786c9570,,Auto,Automóvel,ebcbe387-3f0a-48c1-8bc3-66747d87572a
0bf675cf-e62f-4314-9387-402be3a96bcf,,Auto,Automóvel,ddc6b321-b7bb-4dcb-ad50-1582e72131d2
0bf675cf-e62f-4314-9387-402be3a96bcf,,Bicicleta,Bicicleta,3251ed02-e245-42ea-afc9-7a6a71426d7a
4abf75d5-3a79-4cad-9ec0-3154a88d67c8,,Bicicleta,Bicicleta,d658d711-a7ec-4c95-9873-7b66232d7dcf
4abf75d5-3a79-4cad-9ec0-3154a88d67c8,,Auto,Automóvel,ad45f29b-a26a-4193-9f31-bfa06ddaf6c7
593fba45-8860-4503-9b71-7b11565058b7,,Auto,Automóvel,16f8cb5c-3808-41e3-8f62-4fbe0f9c2131
593fba45-8860-4503-9b71-7b11565058b7,,Bicicleta,Bicicleta,c1244720-69d3-402a-aed3-cd3fdc9f383e
e68f7799-33d6-479f-991b-ec5192a340d6,,Auto,Automóvel,4ca6de19-2b1b-458f-af2e-14075240204c
e68f7799-33d6-479f-991b-ec5192a340d6,,Bicicleta,Bicicleta,2b3fa09c-c400-44ae-96f6-9325fbff3491
ba81fcc8-4012-434d-b9f5-8630b7385fa0,,Auto,Automóvel,2eeeda3a-7a95-4017-bcd7-93712da22be1
ba81fcc8-4012-434d-b9f5-8630b7385fa0,,Bicicleta,Bicicleta,8bedec88-05b1-4f83-9b02-0eb2662c6df2
2561907c-a4dc-4049-925a-a4e11ab3ec40,,Bicicleta,Bicicleta,c512281e-1c16-40c6-bf97-667832c42998
2561907c-a4dc-4049-925a-a4e11ab3ec40,,Auto,Automóvel,23a75287-ac60-44d1-9e30-152fe3e1f742
58b642f1-5894-4300-814b-951c07d584b4,,Auto,Automóvel,646be328-c2ce-4b11-9bbc-4185ded82988
58b642f1-5894-4300-814b-951c07d584b4,,Bicicleta,Bicicleta,49ea514c-42b9-4d3d-9649-8b6081942c71
313deb4c-de27-4353-b62c-ff113d674478,,Bicicleta,Bicicleta,366c4f05-164d-4549-8eb8-9f3c87b506fe
1f941d35-2a91-4f6f-8bd1-9bf35ce6feec,,Auto,Automóvel,d1b54e25-39e3-4cbc-943b-2ee49fa307d9
1f941d35-2a91-4f6f-8bd1-9bf35ce6feec,,Bicicleta,Bicicleta,9e862223-afaa-43da-bb66-c4d0b652de36
5ea633b2-c419-4523-9caa-fe30c5be5542,,Bicicleta,Bicicleta,062efc71-f67d-4396-a864-59ff0cde1d57
5ea633b2-c419-4523-9caa-fe30c5be5542,,Auto,Automóvel,70e8c746-fbbb-4395-9a97-61cfd14482ef
99240d38-d36b-4dd8-8a63-43df4055e6ca,,Bicicleta,Bicicleta,2bfc8958-0bed-4bae-a13e-1505b0b65702
99240d38-d36b-4dd8-8a63-43df4055e6ca,,Auto,Automóvel,c59ddd95-59a1-4b8e-be71-6254f1b342d6
0cafe36b-8d8b-4a05-bf35-6d36953b6745,,Bicicleta,Bicicleta,4fe83b4c-95ef-4dd5-b1f5-b0a701f6fcd1
0cafe36b-8d8b-4a05-bf35-6d36953b6745,,Auto,Automóvel,b206489d-5ef4-40fe-83b9-4412a8f83530
72ff1c0e-0591-47a3-a08b-231b5372e069,,Auto,Automóvel,cdc5ca3a-a3ec-4d13-ba79-61e23dfa89e7
72ff1c0e-0591-47a3-a08b-231b5372e069,,Bicicleta,Bicicleta,107e26f3-d03f-45b0-8258-8f52d2c489e1
a7ac1135-d615-41a1-abcd-853637331492,,Bicicleta,Bicicleta,8ed2f0d9-bb75-4060-8404-5be4855f26bf
a7ac1135-d615-41a1-abcd-853637331492,,Auto,Automóvel,34cf66ba-e9de-4a07-9860-dd37f6c2e80b
b745bf0a-d387-4b2e-a656-41db2156a8d2,,Auto,Automóvel,0f85df98-5422-42ca-af7d-16068276f242
b745bf0a-d387-4b2e-a656-41db2156a8d2,,Bicicleta,Bicicleta,c2ab8ecb-dbdc-49fb-a871-10b810c8a247
8057487a-cd89-4340-b29b-08c39f66f845,,Bicicleta,Bicicleta,ec93eefa-7432-4825-b80d-f4962c816969
8057487a-cd89-4340-b29b-08c39f66f845,,Auto,Automóvel,4caa41ed-c110-42e6-b109-dd6abfb599fc
422a6363-7c4b-4396-91af-c23f7579656e,,Bicicleta,Bicicleta,e04aedec-7884-4ac1-8331-8a20ca5d75ef
422a6363-7c4b-4396-91af-c23f7579656e,,Auto,Automóvel,cf307cc7-bd3f-4fdf-9216-e4d8a315c1a8
8f637573-6be4-4431-a75b-e716712ba29e,,Ônibus,Ônibus,84c20266-af19-478e-a1e9-1acfb11e7a4b
8f637573-6be4-4431-a75b-e716712ba29e,,Bicicleta,Bicicleta,f2e8b085-2d5b-45bf-8646-33cd294f2905
fd96db8d-908f-4fc8-8366-c200eb0ca7f7,,Auto,Automóvel,b076e99b-da32-4d88-8209-59f90bff62a4
fd96db8d-908f-4fc8-8366-c200eb0ca7f7,,Bicicleta,Bicicleta,6f2d76f9-6597-4b44-87ac-07862d00b485
86eeac5b-3b59-44b2-adc6-922ce0bdcbc3,,Auto,Automóvel,6002cceb-4175-450b-a203-4723aa0d7b9b
86eeac5b-3b59-44b2-adc6-922ce0bdcbc3,,Bicicleta,Bicicleta,45faa743-a7ff-4806-8c5e-87f37ac49963
85159089-8d4c-431f-a85a-9656a7e24e3d,,Bicicleta,Bicicleta,23b39f9d-8d37-48f5-9101-1e01c47078b6
16f39b19-4bd0-4b65-9453-a8c0c5a9fbfd,,Bicicleta,Bicicleta,ded5c8c0-0097-40f1-9278-3f01b1021a24
16f39b19-4bd0-4b65-9453-a8c0c5a9fbfd,,Auto,Automóvel,1b2b925c-487b-49ce-9a18-b778afdc48d4
5179671c-868b-4a02-8372-859723c989ac,,Bicicleta,Bicicleta,2304b782-775f-4488-a589-a1246efd484b
5179671c-868b-4a02-8372-859723c989ac,,Auto,Automóvel,87c36614-e7e0-4545-a67e-403ff9da25d7
c6c77e40-f9c3-4d12-bc85-fef86f9e7b77,,Auto,Automóvel,583cbd83-599d-427e-815a-f783f8455d6d
c6c77e40-f9c3-4d12-bc85-fef86f9e7b77,,Bicicleta,Bicicleta,f342a663-3627-4189-99ee-22475b7b8f8c
4384561e-ad45-4362-8e3c-d2a1a34ce971,,Auto,Automóvel,18ed7b98-cc9a-49e4-a1ed-37a3d2436629
4384561e-ad45-4362-8e3c-d2a1a34ce971,,Bicicleta,Bicicleta,9f6c67f3-f191-4ab5-9664-dd6ef0379172
90ed8d2c-c0cf-4390-8e87-849c6c519717,,Auto,Automóvel,43a352d1-68d5-4caa-a537-51a5140908a7
90ed8d2c-c0cf-4390-8e87-849c6c519717,,Bicicleta,Bicicleta,dc214bdd-b187-4195-ba76-90282e7fd399
8fa0b915-9310-4efa-905d-4ef193c48531,,Bicicleta,Bicicleta,1197637d-93ed-4f90-9e7a-5f8b3917ecf6
8fa0b915-9310-4efa-905d-4ef193c48531,,Auto,Automóvel,8fd3ccbc-1920-4bc4-90e5-101851e6f62c
26461769-ea31-42e4-a2a3-a2d849a541e1,,Bicicleta,Bicicleta,44f8bafa-520c-45c2-98e0-f0454da16df9
26461769-ea31-42e4-a2a3-a2d849a541e1,,Bicicleta,Bicicleta,19a28648-1527-428b-bcf0-d784ad843d46
26461769-ea31-42e4-a2a3-a2d849a541e1,,Auto,Automóvel,30116434-d8b7-4597-9db5-e29dadba1aea
d2cada52-00a9-4348-9bc6-1f6d1a794c4a,,Bicicleta,Bicicleta,273360b5-6fff-44a9-8fdf-c4ddf09ddf90
d2cada52-00a9-4348-9bc6-1f6d1a794c4a,,Auto,Automóvel,551c17ba-6d7c-4c75-9b82-26188a3c4c4a
eb4984c2-a794-455a-bfdd-d77fa964141b,,Bicicleta,Bicicleta,37645130-0349-4024-a4cc-f45d06a15796
eb4984c2-a794-455a-bfdd-d77fa964141b,,Caminhão,Caminhão,b0248982-5630-4c4c-8d79-dfef27723ead
4c345f54-bd16-4e47-b0aa-bf685b766e7d,,Auto,Automóvel,71e9dcb0-2f83-4a65-884e-3407c57d68fc
4c345f54-bd16-4e47-b0aa-bf685b766e7d,,Bicicleta,Bicicleta,4d810912-628e-44c4-9659-d1e44b0294d0
8770e62a-cea5-40d6-9144-dc1b596fd40b,,Bicicleta,Bicicleta,16b8c9f7-0921-4891-8ffd-837fd8689aa2
8770e62a-cea5-40d6-9144-dc1b596fd40b,,Caminhão,Caminhão,c8be1670-5863-4ea0-8ce2-930edc3b4045
14de3565-79cd-4b55-9012-6a0db74bcb12,,Auto,Automóvel,a900b649-615d-414b-aa5c-9cdb636945f5
14de3565-79cd-4b55-9012-6a0db74bcb12,,Bicicleta,Bicicleta,d8a7bc1c-bb32-4443-913f-0ad0cbc2cef0
6a57a8de-a023-4e95-8003-c6d31acfa09c,,Moto,Motocicleta,54569a7d-b193-4731-8638-7e7479a742b9
6a57a8de-a023-4e95-8003-c6d31acfa09c,,Bicicleta,Bicicleta,346001b4-b4c9-4b1a-8e9a-5d7c897df75d
154ce289-de61-4137-b285-fd3643abb60a,,Auto,Automóvel,1626fc08-b7d8-47ea-ad58-6eac31c832bf
154ce289-de61-4137-b285-fd3643abb60a,,Bicicleta,Bicicleta,b669d76e-b521-49cb-8de8-974c7050b10d
88a5b1a8-1ab0-4929-b5a1-c96d5d92a100,,Bicicleta,Bicicleta,babe1d93-ebae-4820-b32d-e4b97cc83add
88a5b1a8-1ab0-4929-b5a1-c96d5d92a100,,Auto,Automóvel,6c250538-d1c8-4ea3-b7ba-89f9fe4bd8d5
ff5bd815-72fc-4b42-a5f2-d388253faf02,,Bicicleta,Bicicleta,37abed18-9fa9-4cbc-826c-8c71cf13cd9c
0f9193a6-6525-41af-9339-2f2cc9505248,,Auto,Automóvel,e84c8f17-767d-4e78-a93c-192d4bb32598
0f9193a6-6525-41af-9339-2f2cc9505248,,Bicicleta,Bicicleta,b5e62099-317a-4e72-8efb-b137a9dbbbf0
ba53b416-4da5-4a5b-a4b7-6781a50f8b0f,,Auto,Automóvel,d4768dae-b22d-4953-b8eb-000a9228803e
ba53b416-4da5-4a5b-a4b7-6781a50f8b0f,,Bicicleta,Bicicleta,12b89019-4540-4d2f-88a6-b090ec132120
aa1c1568-58f2-46f1-b648-104f1bd65f2d,,Moto,Motocicleta,f5120f0c-cf5a-4a7d-8083-2470723cd079
aa1c1568-58f2-46f1-b648-104f1bd65f2d,,Bicicleta,Bicicleta,0b71317e-725b-41bc-81d2-1b3fcf63adc6
e0666a34-45b4-4ef4-b03d-9d7f154d3f5e,,Bicicleta,Bicicleta,162b555e-d801-4804-9838-0eb86c0e1003
e0666a34-45b4-4ef4-b03d-9d7f154d3f5e,,Auto,Automóvel,d9e4fd65-0018-428d-92a4-46e2a12136dc
f18fa24e-b71d-4a0d-9e80-66a8b88a6a86,,Auto,Automóvel,42118a6e-99fe-4b41-ac5a-fbe96ff51627
f18fa24e-b71d-4a0d-9e80-66a8b88a6a86,,Auto,Automóvel,3161c36b-a189-46de-b051-68caf97f1e4d
f18fa24e-b71d-4a0d-9e80-66a8b88a6a86,,Bicicleta,Bicicleta,080f16ca-3b57-4e99-afe5-ccbeba21e50b
b1971341-7940-4aa7-84e7-c695948a25f2,,Auto,Automóvel,076ab8cf-d762-4c11-b94a-8b15f0394aa3
b1971341-7940-4aa7-84e7-c695948a25f2,,Bicicleta,Bicicleta,d0572d1b-0387-47fe-ad1a-46178f0fee18
03edf52c-ab3c-4e16-9b77-7fef86ced8ba,,Auto,Automóvel,d6516cca-ab31-4904-aaa7-02c1d39f38d0
03edf52c-ab3c-4e16-9b77-7fef86ced8ba,,Bicicleta,Bicicleta,c0bcdfb6-f1f9-4114-a85b-5220de4ddac0
a4fd1bfe-72f8-4865-af05-e4197693d8b7,,Auto,Automóvel,b595cbb4-0d9c-486d-b150-fda41ff3f792
a4fd1bfe-72f8-4865-af05-e4197693d8b7,,Bicicleta,Bicicleta,7b893833-297e-4475-804f-20254014ce77
5d7b2650-afff-4200-87ca-84546d6d7133,,Bicicleta,Bicicleta,74535b20-6b74-4529-95f4-d33b7329da76
5d7b2650-afff-4200-87ca-84546d6d7133,,Auto,Automóvel,10702208-b417-408c-9b4a-544f05a8639d
e420ab09-01ab-414a-857c-ee86f42caf83,,Bicicleta,Bicicleta,cf547c18-c6c7-4f8f-a7cd-314662a64847
eade3059-0f39-4401-8a95-7e54cf4caee4,,Ônibus,Ônibus,d06ef674-dee8-4ab9-95ea-1fe73ddae594
eade3059-0f39-4401-8a95-7e54cf4caee4,,Bicicleta,Bicicleta,1d4018d1-63c7-4cb3-b9c0-d2500f753f76
7383744b-cc6a-4ee9-9479-53f1eeef7b01,,Auto,Automóvel,1f454df7-c6dc-4ab3-92ac-5e5ff6c43ae3
7383744b-cc6a-4ee9-9479-53f1eeef7b01,,Bicicleta,Bicicleta,b36e6e9d-7e14-47da-b349-d5217202d472
4a88bc55-acac-48ff-8392-fcb86e2d9e6a,,Auto,Automóvel,6b3a9874-7647-4e03-9aed-c8e42c763861
4a88bc55-acac-48ff-8392-fcb86e2d9e6a,,Bicicleta,Bicicleta,8e7570eb-6f7f-415c-b002-703cdf7ab31a
3b0d91c8-a648-41f4-9914-aa34202be4d1,,Auto,Automóvel,54470f86-ae03-4f2a-8650-5814b27488f2
3b0d91c8-a648-41f4-9914-aa34202be4d1,,Bicicleta,Bicicleta,08b75782-668a-4a00-a385-d5d74d0d9167
ea595136-206a-4b6e-80fa-304ceedf688d,,Auto,Automóvel,d8df3c28-8627-4f26-bebd-a05bf3cf9df8
ea595136-206a-4b6e-80fa-304ceedf688d,,Bicicleta,Bicicleta,7f6fc313-347a-41e7-b5d1-e7292807d448
e0a8f604-c070-4685-87fa-fe5c8909cfae,,Bicicleta,Bicicleta,7d869457-6774-4540-b72f-ad721c27fd42
e0a8f604-c070-4685-87fa-fe5c8909cfae,,Auto,Automóvel,acfd47c1-8f7b-4502-a144-052eb1262ba2
