,id_radar,n_acidentes100,n_acidentes250,n_acidentes500,n_acidentes1000,n_acidentes2000
623,75,0.0,0.0,0.0,3.0,11
624,82,0.0,0.0,0.0,4.0,14
625,83,0.0,0.0,0.0,8.0,22
626,87,0.0,0.0,0.0,3.0,17
627,94,0.0,0.0,0.0,8.0,20
628,105,0.0,0.0,0.0,2.0,14
629,106,0.0,0.0,0.0,2.0,14
630,113,0.0,0.0,0.0,1.0,18
631,114,0.0,0.0,0.0,1.0,18
632,115,0.0,0.0,0.0,2.0,16
633,118,0.0,0.0,0.0,5.0,23
634,122,0.0,0.0,0.0,2.0,14
635,123,0.0,0.0,0.0,2.0,12
636,125,0.0,0.0,0.0,7.0,21
637,126,0.0,0.0,0.0,7.0,21
638,131,0.0,0.0,0.0,5.0,17
639,134,0.0,0.0,0.0,1.0,11
640,139,0.0,0.0,0.0,5.0,19
641,146,0.0,0.0,0.0,3.0,9
642,147,0.0,0.0,0.0,2.0,23
643,149,0.0,0.0,0.0,5.0,21
644,151,0.0,0.0,0.0,2.0,9
645,152,0.0,0.0,0.0,2.0,12
646,155,0.0,0.0,0.0,3.0,16
647,160,0.0,0.0,0.0,2.0,12
648,166,0.0,0.0,0.0,2.0,8
649,171,0.0,0.0,0.0,4.0,19
650,173,0.0,0.0,0.0,1.0,19
651,174,0.0,0.0,0.0,2.0,17
652,179,0.0,0.0,0.0,6.0,23
653,180,0.0,0.0,0.0,3.0,15
654,186,0.0,0.0,0.0,5.0,20
655,187,0.0,0.0,0.0,2.0,12
656,193,0.0,0.0,0.0,1.0,9
657,196,0.0,0.0,0.0,2.0,13
658,197,0.0,0.0,0.0,5.0,20
659,200,0.0,0.0,0.0,4.0,23
660,201,0.0,0.0,0.0,3.0,19
661,202,0.0,0.0,0.0,4.0,19
662,213,0.0,0.0,0.0,2.0,16
663,217,0.0,0.0,0.0,1.0,10
664,218,0.0,0.0,0.0,3.0,10
665,219,0.0,0.0,0.0,1.0,13
666,220,0.0,0.0,0.0,5.0,17
667,224,0.0,0.0,0.0,4.0,9
668,225,0.0,0.0,0.0,5.0,15
669,228,0.0,0.0,0.0,1.0,20
670,231,0.0,0.0,0.0,5.0,15
671,234,0.0,0.0,0.0,2.0,19
672,236,0.0,0.0,0.0,4.0,16
673,240,0.0,0.0,0.0,2.0,11
674,243,0.0,0.0,0.0,1.0,13
675,244,0.0,0.0,0.0,1.0,13
676,252,0.0,0.0,0.0,1.0,14
677,253,0.0,0.0,0.0,1.0,13
678,257,0.0,0.0,0.0,3.0,17
679,259,0.0,0.0,0.0,3.0,15
680,261,0.0,0.0,0.0,3.0,15
681,269,0.0,0.0,0.0,3.0,13
682,271,0.0,0.0,0.0,2.0,6
683,275,0.0,0.0,0.0,1.0,7
684,277,0.0,0.0,0.0,2.0,9
685,278,0.0,0.0,0.0,2.0,9
686,289,0.0,0.0,0.0,2.0,13
687,292,0.0,0.0,0.0,3.0,16
688,306,0.0,0.0,0.0,11.0,47
689,316,0.0,0.0,0.0,2.0,12
690,317,0.0,0.0,0.0,5.0,23
691,318,0.0,0.0,0.0,4.0,26
692,319,0.0,0.0,0.0,5.0,24
693,320,0.0,0.0,0.0,5.0,23
694,325,0.0,0.0,0.0,3.0,7
695,332,0.0,0.0,0.0,2.0,14
696,344,0.0,0.0,0.0,1.0,7
697,345,0.0,0.0,0.0,1.0,7
698,346,0.0,0.0,0.0,4.0,15
699,347,0.0,0.0,0.0,2.0,14
700,348,0.0,0.0,0.0,2.0,14
701,351,0.0,0.0,0.0,2.0,15
702,355,0.0,0.0,0.0,5.0,21
703,359,0.0,0.0,0.0,4.0,10
704,360,0.0,0.0,0.0,9.0,22
705,363,0.0,0.0,0.0,3.0,21
706,374,0.0,0.0,0.0,3.0,12
707,375,0.0,0.0,0.0,3.0,12
708,376,0.0,0.0,0.0,3.0,10
709,379,0.0,0.0,0.0,4.0,13
710,381,0.0,0.0,0.0,5.0,22
711,382,0.0,0.0,0.0,2.0,7
712,389,0.0,0.0,0.0,6.0,15
713,391,0.0,0.0,0.0,2.0,11
714,392,0.0,0.0,0.0,1.0,6
715,393,0.0,0.0,0.0,1.0,5
716,397,0.0,0.0,0.0,4.0,22
717,404,0.0,0.0,0.0,2.0,14
718,406,0.0,0.0,0.0,4.0,9
719,408,0.0,0.0,0.0,3.0,17
720,410,0.0,0.0,0.0,4.0,23
721,411,0.0,0.0,0.0,3.0,10
722,412,0.0,0.0,0.0,2.0,10
723,413,0.0,0.0,0.0,3.0,16
724,414,0.0,0.0,0.0,5.0,12
725,416,0.0,0.0,0.0,5.0,19
726,430,0.0,0.0,0.0,6.0,13
727,431,0.0,0.0,0.0,5.0,17
728,435,0.0,0.0,0.0,4.0,10
729,437,0.0,0.0,0.0,3.0,10
730,438,0.0,0.0,0.0,2.0,5
731,440,0.0,0.0,0.0,6.0,18
732,442,0.0,0.0,0.0,2.0,11
733,447,0.0,0.0,0.0,6.0,15
734,448,0.0,0.0,0.0,1.0,9
735,456,0.0,0.0,0.0,9.0,19
736,464,0.0,0.0,0.0,3.0,12
737,469,0.0,0.0,0.0,3.0,16
738,472,0.0,0.0,0.0,1.0,11
739,474,0.0,0.0,0.0,7.0,18
740,475,0.0,0.0,0.0,1.0,12
741,477,0.0,0.0,0.0,2.0,12
742,480,0.0,0.0,0.0,2.0,14
743,483,0.0,0.0,0.0,1.0,14
744,488,0.0,0.0,0.0,4.0,15
745,489,0.0,0.0,0.0,3.0,14
746,490,0.0,0.0,0.0,3.0,13
747,491,0.0,0.0,0.0,2.0,13
748,492,0.0,0.0,0.0,1.0,14
749,493,0.0,0.0,0.0,6.0,12
750,495,0.0,0.0,0.0,3.0,15
751,496,0.0,0.0,0.0,3.0,15
752,497,0.0,0.0,0.0,3.0,13
753,498,0.0,0.0,0.0,3.0,16
754,499,0.0,0.0,0.0,5.0,18
755,501,0.0,0.0,0.0,4.0,18
756,502,0.0,0.0,0.0,3.0,17
757,506,0.0,0.0,0.0,3.0,15
758,507,0.0,0.0,0.0,3.0,15
759,508,0.0,0.0,0.0,6.0,29
760,510,0.0,0.0,0.0,2.0,12
761,512,0.0,0.0,0.0,4.0,23
762,513,0.0,0.0,0.0,5.0,20
763,514,0.0,0.0,0.0,5.0,20
764,518,0.0,0.0,0.0,5.0,15
765,520,0.0,0.0,0.0,6.0,20
766,522,0.0,0.0,0.0,2.0,12
767,524,0.0,0.0,0.0,2.0,7
768,528,0.0,0.0,0.0,1.0,9
769,535,0.0,0.0,0.0,3.0,15
770,538,0.0,0.0,0.0,4.0,16
771,542,0.0,0.0,0.0,1.0,9
772,545,0.0,0.0,0.0,3.0,18
773,549,0.0,0.0,0.0,8.0,29
774,556,0.0,0.0,0.0,8.0,16
775,557,0.0,0.0,0.0,8.0,14
776,560,0.0,0.0,0.0,2.0,13
777,563,0.0,0.0,0.0,2.0,13
778,564,0.0,0.0,0.0,1.0,9
779,568,0.0,0.0,0.0,5.0,19
780,574,0.0,0.0,0.0,3.0,19
781,577,0.0,0.0,0.0,1.0,9
782,588,0.0,0.0,0.0,9.0,16
783,589,0.0,0.0,0.0,9.0,16
784,595,0.0,0.0,0.0,2.0,11
785,597,0.0,0.0,0.0,4.0,15
786,598,0.0,0.0,0.0,4.0,24
787,607,0.0,0.0,0.0,1.0,26
788,611,0.0,0.0,0.0,4.0,14
789,616,0.0,0.0,0.0,4.0,12
790,620,0.0,0.0,0.0,4.0,18
791,621,0.0,0.0,0.0,3.0,18
792,623,0.0,0.0,0.0,2.0,13
793,633,0.0,0.0,0.0,1.0,12
794,641,0.0,0.0,0.0,2.0,15
795,643,0.0,0.0,0.0,1.0,14
796,648,0.0,0.0,0.0,9.0,35
797,656,0.0,0.0,0.0,5.0,11
798,662,0.0,0.0,0.0,2.0,11
799,664,0.0,0.0,0.0,4.0,16
800,668,0.0,0.0,0.0,1.0,11
801,669,0.0,0.0,0.0,5.0,13
802,671,0.0,0.0,0.0,6.0,29
803,674,0.0,0.0,0.0,3.0,16
804,676,0.0,0.0,0.0,1.0,11
805,677,0.0,0.0,0.0,1.0,13
806,680,0.0,0.0,0.0,4.0,15
807,689,0.0,0.0,0.0,4.0,20
808,700,0.0,0.0,0.0,2.0,14
809,701,0.0,0.0,0.0,1.0,13
810,707,0.0,0.0,0.0,2.0,15
811,709,0.0,0.0,0.0,3.0,8
812,710,0.0,0.0,0.0,2.0,21
813,714,0.0,0.0,0.0,5.0,20
814,715,0.0,0.0,0.0,2.0,7
815,719,0.0,0.0,0.0,3.0,23
816,727,0.0,0.0,0.0,6.0,13
817,730,0.0,0.0,0.0,1.0,19
818,731,0.0,0.0,0.0,4.0,16
819,735,0.0,0.0,0.0,2.0,14
820,736,0.0,0.0,0.0,2.0,14
821,737,0.0,0.0,0.0,2.0,12
822,739,0.0,0.0,0.0,4.0,13
823,740,0.0,0.0,0.0,2.0,16
824,747,0.0,0.0,0.0,1.0,9
825,748,0.0,0.0,0.0,2.0,16
826,757,0.0,0.0,0.0,1.0,12
827,758,0.0,0.0,0.0,1.0,12
828,762,0.0,0.0,0.0,4.0,13
829,763,0.0,0.0,0.0,2.0,11
830,764,0.0,0.0,0.0,4.0,7
831,765,0.0,0.0,0.0,4.0,8
832,766,0.0,0.0,0.0,6.0,14
833,767,0.0,0.0,0.0,6.0,14
834,768,0.0,0.0,0.0,2.0,11
835,771,0.0,0.0,0.0,4.0,14
836,775,0.0,0.0,0.0,3.0,12
837,780,0.0,0.0,0.0,1.0,12
838,781,0.0,0.0,0.0,3.0,17
839,785,0.0,0.0,0.0,8.0,19
840,786,0.0,0.0,0.0,3.0,9
841,787,0.0,0.0,0.0,2.0,13
842,788,0.0,0.0,0.0,2.0,13
843,789,0.0,0.0,0.0,3.0,8
844,799,0.0,0.0,0.0,5.0,8
845,800,0.0,0.0,0.0,2.0,16
846,802,0.0,0.0,0.0,1.0,6
847,804,0.0,0.0,0.0,1.0,10
848,812,0.0,0.0,0.0,3.0,15
849,815,0.0,0.0,0.0,2.0,15
850,818,0.0,0.0,0.0,1.0,11
851,821,0.0,0.0,0.0,1.0,9
852,834,0.0,0.0,0.0,1.0,9
853,835,0.0,0.0,0.0,5.0,15
854,840,0.0,0.0,0.0,3.0,14
855,842,0.0,0.0,0.0,3.0,15
856,844,0.0,0.0,0.0,1.0,14
857,849,0.0,0.0,0.0,6.0,17
858,851,0.0,0.0,0.0,5.0,15
859,860,0.0,0.0,0.0,1.0,6
860,861,0.0,0.0,0.0,1.0,6
861,869,0.0,0.0,0.0,2.0,14
862,873,0.0,0.0,0.0,2.0,14
863,874,0.0,0.0,0.0,3.0,18
864,875,0.0,0.0,0.0,2.0,12
865,881,0.0,0.0,0.0,7.0,18
866,887,0.0,0.0,0.0,2.0,16
867,890,0.0,0.0,0.0,2.0,11
868,891,0.0,0.0,0.0,3.0,12
869,892,0.0,0.0,0.0,2.0,12
870,893,0.0,0.0,0.0,2.0,15
871,899,0.0,0.0,0.0,3.0,13
872,901,0.0,0.0,0.0,1.0,13
873,902,0.0,0.0,0.0,6.0,18
874,27,0.0,0.0,0.0,0.0,4
875,129,0.0,0.0,0.0,0.0,10
876,153,0.0,0.0,0.0,0.0,4
877,266,0.0,0.0,0.0,0.0,5
878,267,0.0,0.0,0.0,0.0,5
879,394,0.0,0.0,0.0,0.0,5
880,395,0.0,0.0,0.0,0.0,5
881,427,0.0,0.0,0.0,0.0,9
882,428,0.0,0.0,0.0,0.0,22
883,433,0.0,0.0,0.0,0.0,9
884,441,0.0,0.0,0.0,0.0,11
885,443,0.0,0.0,0.0,0.0,11
886,470,0.0,0.0,0.0,0.0,4
887,695,0.0,0.0,0.0,0.0,9
888,724,0.0,0.0,0.0,0.0,7
889,733,0.0,0.0,0.0,0.0,4
890,746,0.0,0.0,0.0,0.0,3
891,749,0.0,0.0,0.0,0.0,7
892,790,0.0,0.0,0.0,0.0,6
893,803,0.0,0.0,0.0,0.0,10
894,805,0.0,0.0,0.0,0.0,8
895,806,0.0,0.0,0.0,0.0,8
896,832,0.0,0.0,0.0,0.0,5
897,833,0.0,0.0,0.0,0.0,5
898,859,0.0,0.0,0.0,0.0,6
899,878,0.0,0.0,0.0,0.0,7
900,885,0.0,0.0,0.0,0.0,7
