,id_radar,n_acidentes100,n_acidentes250,n_acidentes500,n_acidentes1000,n_acidentes2000
171,358,0.0,1.0,2.0,12.0,47
172,363,0.0,1.0,1.0,2.0,10
173,365,0.0,1.0,1.0,4.0,9
174,370,0.0,1.0,5.0,7.0,22
175,377,0.0,1.0,3.0,4.0,12
176,388,0.0,1.0,2.0,3.0,21
177,389,0.0,1.0,1.0,3.0,9
178,392,0.0,1.0,1.0,2.0,7
179,402,0.0,3.0,5.0,8.0,21
180,407,0.0,1.0,5.0,6.0,15
181,412,0.0,1.0,1.0,3.0,5
182,435,0.0,1.0,2.0,6.0,19
183,444,0.0,1.0,1.0,4.0,17
184,452,0.0,1.0,3.0,6.0,14
185,454,0.0,1.0,2.0,5.0,9
186,465,0.0,1.0,2.0,9.0,30
187,466,0.0,1.0,3.0,15.0,43
188,468,0.0,1.0,3.0,12.0,26
189,471,0.0,1.0,2.0,7.0,18
190,473,0.0,1.0,1.0,7.0,13
191,478,0.0,1.0,3.0,6.0,15
192,480,0.0,1.0,2.0,5.0,18
193,485,0.0,1.0,2.0,3.0,10
194,487,0.0,2.0,4.0,6.0,19
195,504,0.0,1.0,4.0,14.0,34
196,512,0.0,1.0,3.0,4.0,18
197,523,0.0,1.0,2.0,7.0,20
198,524,0.0,1.0,1.0,1.0,11
199,525,0.0,1.0,2.0,6.0,19
200,526,0.0,1.0,2.0,5.0,12
201,536,0.0,1.0,1.0,6.0,20
202,538,0.0,1.0,1.0,4.0,20
203,551,0.0,2.0,2.0,11.0,34
204,553,0.0,1.0,1.0,7.0,20
205,572,0.0,1.0,7.0,16.0,37
206,573,0.0,2.0,4.0,6.0,30
207,576,0.0,1.0,1.0,3.0,7
208,579,0.0,1.0,3.0,5.0,11
209,580,0.0,2.0,4.0,5.0,11
210,581,0.0,1.0,3.0,7.0,13
211,584,0.0,2.0,3.0,7.0,12
212,586,0.0,2.0,2.0,4.0,22
213,590,0.0,1.0,1.0,5.0,16
214,602,0.0,1.0,2.0,5.0,16
215,606,0.0,2.0,5.0,7.0,26
216,607,0.0,1.0,2.0,6.0,33
217,616,0.0,3.0,4.0,4.0,12
218,622,0.0,1.0,4.0,7.0,16
219,626,0.0,1.0,2.0,6.0,16
220,628,0.0,1.0,4.0,8.0,20
221,634,0.0,1.0,1.0,3.0,18
222,643,0.0,1.0,2.0,4.0,16
223,647,0.0,2.0,3.0,7.0,16
224,656,0.0,1.0,1.0,5.0,17
225,659,0.0,1.0,2.0,9.0,39
226,662,0.0,1.0,1.0,4.0,17
227,679,0.0,1.0,1.0,1.0,8
228,680,0.0,3.0,4.0,4.0,12
229,698,0.0,1.0,3.0,12.0,40
230,704,0.0,1.0,2.0,5.0,11
231,719,0.0,1.0,1.0,6.0,21
232,726,0.0,1.0,1.0,5.0,14
233,732,0.0,1.0,2.0,2.0,9
234,739,0.0,1.0,1.0,10.0,21
235,752,0.0,1.0,1.0,4.0,18
236,760,0.0,1.0,6.0,8.0,16
237,770,0.0,1.0,1.0,2.0,2
238,772,0.0,1.0,2.0,2.0,7
239,774,0.0,1.0,1.0,4.0,16
240,786,0.0,1.0,1.0,4.0,20
241,789,0.0,1.0,1.0,4.0,19
242,791,0.0,3.0,3.0,8.0,16
243,794,0.0,1.0,4.0,8.0,15
244,809,0.0,1.0,1.0,2.0,7
245,814,0.0,1.0,3.0,7.0,15
246,818,0.0,1.0,2.0,4.0,14
247,822,0.0,1.0,1.0,10.0,23
248,827,0.0,1.0,1.0,2.0,13
249,836,0.0,1.0,1.0,2.0,4
250,843,0.0,2.0,3.0,7.0,11
251,846,0.0,1.0,2.0,3.0,8
252,848,0.0,1.0,2.0,10.0,23
253,850,0.0,1.0,1.0,1.0,13
254,854,0.0,1.0,2.0,3.0,9
255,857,0.0,1.0,1.0,2.0,7
256,863,0.0,1.0,3.0,6.0,11
257,869,0.0,1.0,2.0,6.0,18
258,873,0.0,1.0,2.0,6.0,18
259,874,0.0,1.0,2.0,5.0,19
260,898,0.0,1.0,2.0,2.0,9
261,912,0.0,1.0,2.0,4.0,17
262,4,0.0,0.0,1.0,3.0,18
263,5,0.0,0.0,1.0,4.0,20
264,6,0.0,0.0,1.0,4.0,20
265,9,0.0,0.0,1.0,8.0,21
266,13,0.0,0.0,1.0,5.0,19
267,15,0.0,0.0,2.0,6.0,20
268,19,0.0,0.0,3.0,8.0,16
269,21,0.0,0.0,1.0,5.0,19
270,26,0.0,0.0,1.0,3.0,18
271,28,0.0,0.0,2.0,6.0,10
272,30,0.0,0.0,2.0,3.0,13
273,32,0.0,0.0,2.0,3.0,8
274,33,0.0,0.0,1.0,5.0,19
275,34,0.0,0.0,1.0,5.0,19
276,36,0.0,0.0,1.0,4.0,18
277,37,0.0,0.0,1.0,4.0,17
278,38,0.0,0.0,2.0,8.0,21
279,45,0.0,0.0,1.0,7.0,22
280,46,0.0,0.0,3.0,6.0,20
281,55,0.0,0.0,2.0,5.0,18
282,58,0.0,0.0,1.0,7.0,22
283,59,0.0,0.0,1.0,7.0,22
284,60,0.0,0.0,2.0,4.0,21
285,63,0.0,0.0,1.0,6.0,15
286,68,0.0,0.0,1.0,4.0,14
287,70,0.0,0.0,1.0,6.0,19
288,71,0.0,0.0,2.0,7.0,19
289,73,0.0,0.0,1.0,3.0,18
290,79,0.0,0.0,2.0,6.0,19
291,80,0.0,0.0,1.0,7.0,23
292,82,0.0,0.0,1.0,4.0,20
293,83,0.0,0.0,1.0,5.0,19
294,86,0.0,0.0,2.0,4.0,19
295,87,0.0,0.0,3.0,6.0,21
296,88,0.0,0.0,1.0,5.0,20
297,89,0.0,0.0,1.0,4.0,17
298,90,0.0,0.0,1.0,3.0,16
299,91,0.0,0.0,1.0,2.0,16
300,94,0.0,0.0,1.0,2.0,13
301,95,0.0,0.0,1.0,3.0,17
302,96,0.0,0.0,1.0,2.0,17
303,97,0.0,0.0,2.0,3.0,20
304,98,0.0,0.0,4.0,6.0,21
305,99,0.0,0.0,2.0,3.0,13
306,100,0.0,0.0,1.0,2.0,10
307,105,0.0,0.0,3.0,13.0,27
308,106,0.0,0.0,3.0,13.0,27
309,111,0.0,0.0,1.0,5.0,13
310,112,0.0,0.0,1.0,4.0,13
311,115,0.0,0.0,6.0,13.0,27
312,121,0.0,0.0,1.0,7.0,23
313,124,0.0,0.0,1.0,2.0,14
314,127,0.0,0.0,2.0,7.0,19
315,128,0.0,0.0,1.0,3.0,15
316,130,0.0,0.0,1.0,3.0,13
317,132,0.0,0.0,1.0,6.0,11
318,134,0.0,0.0,4.0,8.0,18
319,135,0.0,0.0,3.0,8.0,16
320,136,0.0,0.0,1.0,6.0,11
321,137,0.0,0.0,1.0,6.0,11
322,138,0.0,0.0,1.0,6.0,11
323,139,0.0,0.0,2.0,8.0,28
324,145,0.0,0.0,1.0,4.0,21
325,149,0.0,0.0,1.0,5.0,19
326,151,0.0,0.0,1.0,3.0,6
327,152,0.0,0.0,1.0,1.0,7
328,161,0.0,0.0,1.0,6.0,18
329,162,0.0,0.0,1.0,3.0,11
330,164,0.0,0.0,1.0,5.0,19
331,166,0.0,0.0,1.0,3.0,10
332,167,0.0,0.0,1.0,2.0,15
333,172,0.0,0.0,1.0,6.0,25
334,175,0.0,0.0,2.0,6.0,21
335,179,0.0,0.0,1.0,6.0,21
336,182,0.0,0.0,1.0,1.0,12
337,183,0.0,0.0,2.0,4.0,21
338,186,0.0,0.0,4.0,6.0,21
339,193,0.0,0.0,3.0,4.0,17
340,195,0.0,0.0,1.0,3.0,15
341,198,0.0,0.0,2.0,5.0,18
342,203,0.0,0.0,1.0,2.0,6
343,204,0.0,0.0,1.0,2.0,6
344,209,0.0,0.0,3.0,9.0,17
345,210,0.0,0.0,2.0,12.0,16
346,211,0.0,0.0,2.0,12.0,16
347,214,0.0,0.0,2.0,5.0,16
348,216,0.0,0.0,1.0,1.0,12
349,217,0.0,0.0,1.0,5.0,13
350,218,0.0,0.0,1.0,1.0,11
351,223,0.0,0.0,3.0,9.0,17
352,224,0.0,0.0,2.0,2.0,10
353,225,0.0,0.0,1.0,3.0,13
354,230,0.0,0.0,2.0,4.0,10
355,231,0.0,0.0,1.0,3.0,13
356,234,0.0,0.0,1.0,1.0,16
357,235,0.0,0.0,2.0,10.0,28
358,240,0.0,0.0,2.0,3.0,12
359,242,0.0,0.0,1.0,14.0,27
360,243,0.0,0.0,1.0,4.0,16
361,244,0.0,0.0,1.0,4.0,16
362,246,0.0,0.0,4.0,7.0,14
363,248,0.0,0.0,2.0,3.0,12
364,250,0.0,0.0,2.0,7.0,22
365,251,0.0,0.0,4.0,7.0,14
366,252,0.0,0.0,1.0,7.0,24
367,253,0.0,0.0,1.0,7.0,23
368,255,0.0,0.0,2.0,8.0,21
369,257,0.0,0.0,3.0,5.0,27
370,263,0.0,0.0,1.0,5.0,14
371,265,0.0,0.0,1.0,5.0,12
372,271,0.0,0.0,1.0,4.0,8
373,274,0.0,0.0,2.0,13.0,25
374,279,0.0,0.0,1.0,4.0,13
375,282,0.0,0.0,3.0,9.0,27
376,287,0.0,0.0,1.0,7.0,32
377,289,0.0,0.0,1.0,1.0,8
378,291,0.0,0.0,1.0,1.0,8
379,294,0.0,0.0,1.0,9.0,29
380,297,0.0,0.0,3.0,12.0,41
381,300,0.0,0.0,1.0,6.0,33
382,301,0.0,0.0,2.0,7.0,35
383,303,0.0,0.0,7.0,11.0,47
384,305,0.0,0.0,1.0,7.0,14
385,306,0.0,0.0,3.0,13.0,46
386,309,0.0,0.0,3.0,6.0,17
387,316,0.0,0.0,1.0,2.0,15
388,318,0.0,0.0,1.0,4.0,21
389,322,0.0,0.0,2.0,4.0,19
390,323,0.0,0.0,2.0,4.0,19
391,327,0.0,0.0,1.0,3.0,25
392,328,0.0,0.0,1.0,4.0,25
393,334,0.0,0.0,2.0,12.0,43
394,335,0.0,0.0,2.0,10.0,42
395,340,0.0,0.0,1.0,2.0,6
396,342,0.0,0.0,1.0,2.0,15
397,343,0.0,0.0,1.0,3.0,13
398,351,0.0,0.0,1.0,2.0,16
399,355,0.0,0.0,2.0,6.0,27
400,357,0.0,0.0,2.0,9.0,40
401,361,0.0,0.0,1.0,8.0,40
402,362,0.0,0.0,1.0,6.0,20
403,366,0.0,0.0,2.0,4.0,20
404,367,0.0,0.0,2.0,4.0,20
405,368,0.0,0.0,1.0,3.0,10
406,371,0.0,0.0,1.0,3.0,37
407,374,0.0,0.0,1.0,2.0,13
408,375,0.0,0.0,1.0,2.0,13
409,376,0.0,0.0,1.0,1.0,11
410,379,0.0,0.0,2.0,4.0,13
411,381,0.0,0.0,1.0,3.0,13
412,383,0.0,0.0,1.0,5.0,19
413,384,0.0,0.0,1.0,5.0,19
414,386,0.0,0.0,1.0,1.0,15
415,387,0.0,0.0,2.0,4.0,11
416,390,0.0,0.0,1.0,3.0,8
417,391,0.0,0.0,1.0,3.0,13
418,393,0.0,0.0,1.0,2.0,7
419,396,0.0,0.0,2.0,3.0,21
420,397,0.0,0.0,1.0,3.0,12
421,401,0.0,0.0,2.0,10.0,29
422,408,0.0,0.0,1.0,5.0,17
423,409,0.0,0.0,2.0,10.0,26
424,417,0.0,0.0,4.0,6.0,24
425,419,0.0,0.0,1.0,6.0,14
426,422,0.0,0.0,1.0,5.0,22
427,423,0.0,0.0,1.0,7.0,22
428,425,0.0,0.0,1.0,1.0,13
429,427,0.0,0.0,1.0,2.0,5
430,428,0.0,0.0,1.0,2.0,11
431,430,0.0,0.0,1.0,3.0,11
432,431,0.0,0.0,1.0,2.0,5
433,432,0.0,0.0,1.0,6.0,25
434,433,0.0,0.0,1.0,6.0,11
435,438,0.0,0.0,1.0,2.0,5
436,445,0.0,0.0,1.0,3.0,24
437,451,0.0,0.0,1.0,4.0,14
438,456,0.0,0.0,2.0,4.0,12
439,458,0.0,0.0,1.0,1.0,7
440,461,0.0,0.0,1.0,3.0,8
441,462,0.0,0.0,2.0,6.0,17
442,469,0.0,0.0,1.0,4.0,15
443,476,0.0,0.0,2.0,2.0,4
444,479,0.0,0.0,1.0,2.0,8
445,482,0.0,0.0,1.0,6.0,7
446,483,0.0,0.0,3.0,5.0,13
447,484,0.0,0.0,2.0,2.0,4
448,488,0.0,0.0,2.0,2.0,22
449,491,0.0,0.0,1.0,5.0,22
450,492,0.0,0.0,2.0,5.0,23
451,494,0.0,0.0,1.0,6.0,19
452,495,0.0,0.0,2.0,5.0,21
453,496,0.0,0.0,2.0,5.0,21
454,497,0.0,0.0,1.0,3.0,17
455,498,0.0,0.0,1.0,4.0,17
456,499,0.0,0.0,1.0,4.0,21
457,500,0.0,0.0,3.0,6.0,23
458,517,0.0,0.0,2.0,7.0,13
459,518,0.0,0.0,2.0,7.0,13
460,521,0.0,0.0,2.0,5.0,15
461,529,0.0,0.0,1.0,4.0,17
462,530,0.0,0.0,1.0,4.0,17
463,533,0.0,0.0,2.0,5.0,10
464,534,0.0,0.0,2.0,6.0,11
465,535,0.0,0.0,1.0,4.0,19
466,540,0.0,0.0,4.0,7.0,17
467,548,0.0,0.0,4.0,8.0,21
468,549,0.0,0.0,2.0,7.0,31
469,558,0.0,0.0,2.0,6.0,14
470,559,0.0,0.0,1.0,5.0,13
471,561,0.0,0.0,1.0,3.0,23
472,562,0.0,0.0,2.0,3.0,23
473,566,0.0,0.0,3.0,8.0,20
474,567,0.0,0.0,2.0,6.0,16
475,568,0.0,0.0,3.0,5.0,18
476,569,0.0,0.0,2.0,6.0,38
477,570,0.0,0.0,3.0,4.0,12
478,571,0.0,0.0,1.0,1.0,6
479,583,0.0,0.0,1.0,5.0,18
480,592,0.0,0.0,1.0,4.0,21
481,593,0.0,0.0,1.0,4.0,17
482,597,0.0,0.0,1.0,7.0,17
483,600,0.0,0.0,1.0,4.0,14
484,601,0.0,0.0,1.0,4.0,20
485,605,0.0,0.0,2.0,7.0,26
486,608,0.0,0.0,1.0,2.0,22
487,609,0.0,0.0,3.0,5.0,21
488,610,0.0,0.0,1.0,5.0,14
489,615,0.0,0.0,1.0,3.0,17
490,617,0.0,0.0,2.0,4.0,10
491,620,0.0,0.0,1.0,6.0,17
492,621,0.0,0.0,2.0,5.0,12
493,624,0.0,0.0,1.0,2.0,17
494,625,0.0,0.0,3.0,7.0,19
495,627,0.0,0.0,1.0,4.0,21
496,630,0.0,0.0,1.0,8.0,25
497,632,0.0,0.0,3.0,6.0,11
498,635,0.0,0.0,1.0,4.0,16
499,638,0.0,0.0,1.0,1.0,6
500,639,0.0,0.0,1.0,6.0,18
501,640,0.0,0.0,1.0,3.0,18
502,644,0.0,0.0,1.0,6.0,17
503,645,0.0,0.0,1.0,7.0,25
504,646,0.0,0.0,1.0,2.0,17
505,648,0.0,0.0,3.0,10.0,23
506,649,0.0,0.0,1.0,3.0,17
507,650,0.0,0.0,1.0,4.0,41
508,651,0.0,0.0,2.0,6.0,24
509,652,0.0,0.0,2.0,4.0,20
510,654,0.0,0.0,1.0,6.0,38
511,663,0.0,0.0,3.0,6.0,24
512,664,0.0,0.0,1.0,4.0,19
513,666,0.0,0.0,1.0,5.0,25
514,670,0.0,0.0,3.0,5.0,16
515,674,0.0,0.0,1.0,2.0,13
516,675,0.0,0.0,1.0,6.0,18
517,681,0.0,0.0,1.0,5.0,17
518,682,0.0,0.0,4.0,6.0,25
519,684,0.0,0.0,1.0,4.0,15
520,685,0.0,0.0,1.0,4.0,10
521,686,0.0,0.0,1.0,5.0,17
522,687,0.0,0.0,1.0,6.0,17
523,691,0.0,0.0,2.0,11.0,46
524,694,0.0,0.0,1.0,6.0,38
525,696,0.0,0.0,2.0,4.0,16
526,699,0.0,0.0,1.0,4.0,14
527,700,0.0,0.0,1.0,3.0,15
528,702,0.0,0.0,1.0,5.0,13
529,705,0.0,0.0,1.0,4.0,9
530,710,0.0,0.0,1.0,3.0,15
531,712,0.0,0.0,1.0,1.0,13
532,714,0.0,0.0,3.0,5.0,9
533,718,0.0,0.0,2.0,8.0,35
534,720,0.0,0.0,1.0,9.0,24
535,721,0.0,0.0,2.0,3.0,9
536,722,0.0,0.0,2.0,5.0,10
537,724,0.0,0.0,1.0,1.0,11
538,728,0.0,0.0,3.0,4.0,18
539,730,0.0,0.0,1.0,3.0,18
540,731,0.0,0.0,1.0,5.0,26
541,734,0.0,0.0,1.0,3.0,13
542,735,0.0,0.0,1.0,4.0,16
543,736,0.0,0.0,1.0,4.0,15
544,737,0.0,0.0,1.0,5.0,10
545,744,0.0,0.0,1.0,3.0,12
546,745,0.0,0.0,1.0,3.0,11
547,747,0.0,0.0,1.0,3.0,14
548,749,0.0,0.0,1.0,3.0,6
549,753,0.0,0.0,3.0,6.0,11
550,755,0.0,0.0,2.0,5.0,10
551,756,0.0,0.0,2.0,2.0,9
552,761,0.0,0.0,1.0,2.0,14
553,766,0.0,0.0,1.0,3.0,7
554,767,0.0,0.0,1.0,3.0,7
555,769,0.0,0.0,1.0,5.0,19
556,771,0.0,0.0,1.0,1.0,2
557,775,0.0,0.0,1.0,5.0,10
558,776,0.0,0.0,3.0,9.0,17
559,779,0.0,0.0,1.0,4.0,16
560,780,0.0,0.0,1.0,2.0,10
561,783,0.0,0.0,1.0,4.0,12
562,784,0.0,0.0,1.0,5.0,10
563,787,0.0,0.0,1.0,1.0,9
564,788,0.0,0.0,1.0,1.0,8
565,796,0.0,0.0,1.0,3.0,9
566,797,0.0,0.0,2.0,7.0,17
567,798,0.0,0.0,2.0,3.0,8
568,801,0.0,0.0,2.0,6.0,17
569,811,0.0,0.0,1.0,5.0,10
570,816,0.0,0.0,1.0,7.0,18
571,819,0.0,0.0,1.0,6.0,16
572,825,0.0,0.0,3.0,7.0,15
573,829,0.0,0.0,3.0,7.0,16
574,831,0.0,0.0,2.0,6.0,20
575,835,0.0,0.0,1.0,2.0,6
576,841,0.0,0.0,2.0,6.0,20
577,847,0.0,0.0,1.0,4.0,18
578,849,0.0,0.0,1.0,4.0,18
579,851,0.0,0.0,1.0,8.0,11
580,856,0.0,0.0,1.0,3.0,8
581,858,0.0,0.0,1.0,3.0,8
582,862,0.0,0.0,1.0,3.0,8
583,864,0.0,0.0,2.0,2.0,6
584,865,0.0,0.0,2.0,2.0,6
585,870,0.0,0.0,2.0,6.0,20
586,871,0.0,0.0,2.0,6.0,20
587,876,0.0,0.0,1.0,5.0,19
588,879,0.0,0.0,1.0,2.0,8
589,880,0.0,0.0,1.0,2.0,8
590,886,0.0,0.0,1.0,2.0,8
591,887,0.0,0.0,1.0,1.0,6
592,890,0.0,0.0,1.0,5.0,13
593,897,0.0,0.0,1.0,2.0,10
594,900,0.0,0.0,1.0,9.0,21
595,902,0.0,0.0,1.0,5.0,9
596,903,0.0,0.0,1.0,2.0,13
597,904,0.0,0.0,1.0,2.0,13
598,1,0.0,0.0,0.0,7.0,20
599,2,0.0,0.0,0.0,6.0,18
600,3,0.0,0.0,0.0,3.0,17
601,10,0.0,0.0,0.0,3.0,19
602,11,0.0,0.0,0.0,3.0,18
603,12,0.0,0.0,0.0,4.0,19
604,18,0.0,0.0,0.0,2.0,13
605,23,0.0,0.0,0.0,3.0,12
606,24,0.0,0.0,0.0,3.0,12
607,29,0.0,0.0,0.0,3.0,14
608,44,0.0,0.0,0.0,4.0,19
609,52,0.0,0.0,0.0,5.0,19
610,56,0.0,0.0,0.0,5.0,19
611,57,0.0,0.0,0.0,5.0,19
612,61,0.0,0.0,0.0,1.0,2
613,64,0.0,0.0,0.0,9.0,17
614,65,0.0,0.0,0.0,4.0,19
615,66,0.0,0.0,0.0,2.0,19
616,75,0.0,0.0,0.0,6.0,22
617,76,0.0,0.0,0.0,4.0,23
618,77,0.0,0.0,0.0,2.0,12
619,101,0.0,0.0,0.0,3.0,5
620,102,0.0,0.0,0.0,3.0,5
621,103,0.0,0.0,0.0,2.0,7
622,104,0.0,0.0,0.0,2.0,8
623,107,0.0,0.0,0.0,1.0,8
624,108,0.0,0.0,0.0,1.0,8
625,109,0.0,0.0,0.0,3.0,19
626,110,0.0,0.0,0.0,3.0,18
627,113,0.0,0.0,0.0,4.0,17
628,114,0.0,0.0,0.0,4.0,17
629,118,0.0,0.0,0.0,5.0,22
630,123,0.0,0.0,0.0,1.0,21
