,id_acidente,latitude,longitude,endereco1,endereco2,data,cod_acid,tipo_acid,feridas,mortas,automovel,caminhonete,carreta,jipe,bicicleta,moto,moto_taxi,micro_onibus,onibus,onibus_urbano,onibus_fretado,caminhao,van,vuc,outros,carroca,sem_informacao
23694,D021800110,-23.5561,-46.6327,VIADUTO LESTE-OESTE,nan,2018-02-13 00:29:00,4,Atropelamento,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23695,D021800111,-23.3945,-46.5739,AV CEL SEZEFREDO FAGUNDES,nan,2018-02-12 22:05:00,4,Atropelamento,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23696,D021800112,-23.6781,-46.7757,RUA JOSE DE ARAGAO,nan,2018-02-22 11:00:00,2,Queda moto/bicicleta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23697,D021800113,-23.5692,-46.4686,AV AFONSO DE SAMPAIO E SOUSA,nan,2018-02-21 08:59:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23698,D021800114,-23.5539,-46.6131,RUA DA MOOCA,nan,2018-02-08 22:15:00,4,Atropelamento,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23699,D021800117,-23.4112,-46.7331,AV RAIMUNDO PEREIRA DE MAGAL.,nan,2018-02-27 07:00:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23700,D021800118,-23.6919,-46.6615,ESTRADA DO ALVARENGA,nan,2018-02-13 22:00:00,2,Colisao traseira,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23701,D021800119,-23.5751,-46.5145,RUA INCONFIDENCIA MINEIRA,RUA CEL JOSE LOPES DE TOLEDO,2018-02-07 21:00:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23702,D021800120,-23.5439,-46.5645,RUA SERRA DE BRAGANCA,RUA VILELA,2018-02-04 18:48:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23703,D021800121,-23.4669,-46.5859,RUA BENJAMIN PEREIRA,nan,2018-02-21 01:59:00,2,Colisao,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23704,D021800125,-23.5814,-46.5532,AV VILA EMA,RUA GOMES,2018-02-05 08:45:00,2,Colisao lateral,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23705,D021800126,-23.7726,-46.7199,AV SADAMU INOUE,nan,2018-02-24 22:40:00,4,Atropelamento,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23706,D021800130,-23.4642,-46.6674,AV MASAO WATANABE,nan,2018-02-25 19:52:00,4,Atropelamento,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23707,D021800132,-23.5247,-46.74100000000001,AV DR GASTAO VIDIGAL,nan,2018-02-22 13:35:00,2,Choque,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23708,D021800135,-23.5389,-46.5701,RUA MELO FREIRE,RUA SERRA DE JAPI,2018-02-02 12:57:00,2,Colisao,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23709,D021800140,-23.7098,-46.783,ESTRADA M'BOI MIRIM,nan,2018-02-12 19:00:00,2,Colisao frontal,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23710,D021800143,-23.6257,-46.6185,RUA DOM VILARES,nan,2018-02-02 09:30:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23711,D021800146,-23.6073,-46.7055,AV BR DE CAMPOS GERAIS,nan,2018-02-28 12:30:00,2,Colisao,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23712,D021800148,-23.709,-46.6556,RUA SALVADOR DALI,nan,2018-02-13 19:55:00,2,Colisao frontal,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23713,D021800154,-23.4643,-46.6794,AV DEP CANTIDIO SAMPAIO,nan,2018-02-22 05:20:00,2,Colisao frontal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23714,D021800157,-23.4606,-46.5707,RUA ANORIACU,nan,2018-02-08 19:10:00,2,Colisao traseira,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23715,D021800159,-23.5297,-46.5507,RUA GUAIAUNA,nan,2018-02-23 20:20:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23716,D021800160,-23.5902,-46.7964,RUA INACIO CERVANTES,RUA SYLVIO LAGRECA (ANT. MARGINAL),2018-02-22 17:15:00,2,Colisao frontal,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23717,D021800162,-23.4443,-46.5772,AV ARLEY GILBERTO DE ARAUJO,nan,2018-02-20 13:04:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23718,D021800165,-23.5193,-46.5462,AV GABRIELA MISTRAL,nan,2018-02-15 11:10:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23719,D021800168,-23.495,-46.6462,RUA DR ANDRE NUNES JUNIOR,RUA MARIA CURUPAITI,2018-02-23 19:20:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23720,D021800170,-23.4635,-46.6719,AV INAJAR DE SOUZA,nan,2018-02-04 12:00:00,2,Colisao frontal,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23721,D021800171,-23.6569,-46.6595,RUA BELFORD DUARTE,RUA COMEN ALFAIA RODRIGUES,2018-02-04 16:30:00,2,Colisao lateral,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23722,D021800174,-23.4462,-46.7037,AV DEP CANTIDIO SAMPAIO,nan,2018-02-11 06:43:00,2,Choque,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23723,D021800177,-23.5166,-46.7387,AV MARGINAL DIREITA DO TIETE,nan,2018-02-25 11:20:00,2,Colisao traseira,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23724,D021800178,-23.4646,-46.5991,RUA MANUEL GAYA,nan,2018-02-21 16:20:00,2,Colisao,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23725,D021800179,-23.6106,-46.68600000000001,RUA RIBEIRO DO VALE,nan,2018-02-10 14:20:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23726,D021800181,-23.5947,-46.4358,RUA DOMINGOS DE MENDONCA,nan,2018-02-11 14:30:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23727,D021800182,-23.5237,-46.4925,AV CALIM EID (PTE RASA),RUA S SEVERO,2018-02-28 16:10:00,2,Colisao transversal,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23728,D021800183,-23.5365,-46.7219,AV QUEIROZ FILHO,nan,2018-02-13 23:40:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23729,D021800185,-23.6566,-46.7614,AV AGOSTINHO RUBIN,RUA MARCOLINA MENDES LEAL,2018-02-09 20:30:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23730,D021800188,-23.4647,-46.5849,AV PAULO LINCOLN DO VALLE PONTIN,PRACA COMEN ALBERTO DE SOUSA,2018-02-23 06:40:00,2,Colisao lateral,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23731,D021800191,-23.6806,-46.6525,RUA GIACOMO LAURI-VOLPI,nan,2018-02-07 01:52:00,2,Choque,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23732,D021800192,-23.505,-46.4571,AV JACU-PESSEGO/NOVA TRABALHADORE,nan,2018-02-11 02:50:00,2,Colisao lateral,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23733,D021800193,-23.7406,-46.7083,RUA GONCALO SOARES DE FRANCA,nan,2018-02-28 20:30:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23734,D021800195,-23.6672,-46.6895,AV NSRA DO SABARA,nan,2018-02-16 19:58:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23735,D021800197,-23.5983,-46.5888,RUA AURIVERDE,RUA LEOPOLDO FIGUEIREDO,2018-02-18 19:14:00,2,Colisao transversal,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23736,D021800200,-23.5794,-46.5018,AV ARRAIAS DO ARAGUAIA,nan,2018-02-21 13:55:00,4,Atropelamento,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23737,D021800204,-23.416,-46.5841,RUA ANA DO SACRAMENTO ANDRADE,nan,2018-02-28 16:40:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23738,D021800207,-23.4726,-46.6881,RUA RUI DE MORAIS APOCALIPSE,nan,2018-02-25 10:33:00,2,Colisao frontal,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23739,D021800208,-23.5308,-46.5387,AV DR ORENCIO VIDIGAL,RUA ENANI,2018-02-07 17:52:00,2,Colisao frontal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23740,D021800209,-23.738000000000003,-46.6888,AV ROSALIA IANNINI CONDE,nan,2018-02-10 00:10:00,2,Choque,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23741,D021800211,-23.5291,-46.5535,VIADUTO ENG ALBERTO BADRA,nan,2018-02-07 16:30:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23742,D021800213,-23.5656,-46.5258,AV JOAO XXIII,nan,2018-02-21 12:05:00,4,Atropelamento,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23743,D021800217,-23.5923,-46.6794,RUA PROF ATILIO INNOCENTI,nan,2018-02-20 19:10:00,2,Colisao lateral,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23744,D021800220,-23.5371,-46.5752,RUA TUIUTI,nan,2018-02-07 17:00:00,2,Queda ocupante dentro,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23745,D021800224,-23.576999999999998,-46.6023,RUA MANIFESTO,nan,2018-02-08 10:50:00,2,Outros,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23746,D021800229,-23.5578,-46.5829,RUA MAJ BASILIO,RUA DOIS CORREGOS,2018-02-16 09:00:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23747,D021800232,-23.6268,-46.7619,RUA PROFA NINA STOCCO,nan,2018-02-03 14:40:00,2,Colisao,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23748,D021800235,-23.7433,-46.6999,RUA ANTONIO FRANCISCO ROSA,nan,2018-02-19 13:52:00,2,Colisao lateral,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23749,D021800238,-23.5382,-46.7076,RUA CERRO CORA,nan,2018-02-03 15:00:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23750,D021800241,-23.5073,-46.7047,AV OTAVIANO ALVES DE LIMA,nan,2018-02-03 20:10:00,2,Colisao,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23751,D021800242,-23.5729,-46.6982,RUA HUNGRIA,RUA OFELIA,2018-02-24 07:35:00,2,Queda moto/bicicleta,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23752,D021800243,-23.5011,-46.4422,RUA CONCEICAO DAS ALAGOAS,AV PIRES DO RIO,2018-02-02 22:27:00,2,Colisao transversal,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23753,D021800244,-23.5583,-46.6605,RUA AUGUSTA,nan,2018-02-19 19:06:00,4,Atropelamento,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23754,D021800248,-23.5625,-46.6942,AV BRIG FARIA LIMA,nan,2018-02-07 06:50:00,4,Atropelamento,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23755,D021800251,-23.5733,-46.565,AV SAPOPEMBA,nan,2018-02-18 11:30:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23756,D021800253,-23.5924,-46.5449,AV DO ORATORIO,nan,2018-02-16 05:30:00,2,Colisao lateral,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23757,D021800254,-23.5077,-46.5339,AV CANGAIBA,nan,2018-02-23 07:30:00,2,Colisao traseira,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23758,D021800255,-23.533,-46.5455,RUA ALVINOPOLIS,nan,2018-02-26 07:16:00,2,Colisao,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23759,D021800256,-23.5265,-46.6626,AV AURO SOARES DE M.ANDRADE,RUA DR ALFREDO DE CASTRO,2018-02-11 07:53:00,2,Choque,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23760,D021800258,-23.5967,-46.5162,RUA BENEDITO JACINTO MENDES,nan,2018-02-24 05:30:00,2,Choque,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23761,D021800261,-23.5481,-46.6294,PARQUE DOM PEDRO II,nan,2018-02-14 03:50:00,4,Atropelamento,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23762,D021800269,-23.5686,-46.6351,RUA LOUREIRO DA CRUZ,nan,2018-02-22 19:19:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23763,D021800271,-23.5032,-46.6843,AV ANTONIO MUNHOZ BONILHA,nan,2018-02-27 16:00:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23764,D021800274,-23.5765,-46.6708,AV S GABRIEL,AV NOVE DE JULHO,2018-02-21 19:20:00,2,Colisao traseira,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23765,D021800275,-23.5597,-46.6346,RUA GALVAO BUENO,RUA FAGUNDES,2018-02-06 13:03:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23766,D021800277,-23.5471,-46.5014,AV BERNARDINO BRITO FONSECA DE CA,AV SOUSA BANDEIRA,2018-02-18 19:10:00,2,Colisao transversal,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23767,D021800278,-23.6192,-46.6572,AV DOS BANDEIRANTES,nan,2018-02-25 13:30:00,2,Colisao,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23768,D021800279,-23.4663,-46.5951,RUA MANUEL GAYA,nan,2018-02-03 02:28:00,2,Colisao,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23769,D021800280,-23.5672,-46.6486,AV PAULISTA,nan,2018-02-22 22:20:00,2,Colisao,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23770,D021800281,-23.6176,-46.7016,AV MARGINAL DO RIO PINHEIROS (SYL,nan,2018-02-22 02:40:00,2,Colisao traseira,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23771,D021800282,-23.5456,-46.5355,RUA JERICINO,nan,2018-02-11 10:20:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23772,D021800283,-23.6415,-46.6725,AV WASHINGTON LUIS,nan,2018-02-27 21:00:00,2,Colisao traseira,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23773,D021800285,-23.8394,-46.7382,ESTRADA ENG MARCILAC,nan,2018-02-08 11:00:00,2,Queda ocupante dentro,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23774,D021800293,-23.5914,-46.786,RUA AUGUSTO JOSE AVANCINI,nan,2018-02-10 22:59:00,4,Atropelamento,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23775,D021800298,-23.6388,-46.7247,AV MARGINAL DO RIO PINHEIROS (SYL,nan,2018-02-17 13:00:00,2,Queda moto/bicicleta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23776,D021800301,-23.5876,-46.5893,AV DR FRANCISCO MESQUITA,nan,2018-02-10 16:38:00,2,Queda moto/bicicleta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23777,D021800303,-23.5937,-46.6576,RUA PEDRO DE TOLEDO,RUA COMTE ISMAEL GUILHERME,2018-02-23 10:35:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23778,D021800304,-23.5429,-46.5802,AV SALIM FARAH MALUF,nan,2018-02-27 20:00:00,4,Atropelamento,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23779,D021800306,-23.5266,-46.56399999999999,AV CDSSA ELISABETH DE ROBIANO,nan,2018-02-13 05:00:00,2,Queda moto/bicicleta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23780,D021800307,-23.5863,-46.6381,RUA MAJ MARAGLIANO,nan,2018-02-20 13:00:00,4,Atropelamento,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23781,D021800308,-23.5391,-46.5647,RUA APUCARANA,nan,2018-02-02 07:40:00,2,Colisao,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23782,D021800311,-23.6895,-46.7948,RUA LUAR DO SERTAO,nan,2018-02-06 06:06:00,2,Queda moto/bicicleta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23783,D021800312,-23.5624,-46.52,RUA REGO BARROS,nan,2018-02-09 21:30:00,2,Colisao transversal,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23784,D021800313,-23.5819,-46.5504,RUA LESSING,nan,2018-02-10 17:40:00,2,Choque,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23785,D021800317,-23.5619,-46.5762,AV SALIM FARAH MALUF,nan,2018-02-07 16:00:00,2,Colisao traseira,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23786,D021800318,-23.5179,-46.6208,AV MORVAN DIAS DE FIGUEIREDO,nan,2018-02-26 08:00:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23787,D021800322,-23.5628,-46.6339,RUA TAMANDARE,nan,2018-02-14 14:27:00,2,Colisao lateral,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23788,D021800325,-23.6874,-46.6333,AV SEN VITORINO FREIRE,nan,2018-02-02 13:25:00,4,Atropelamento,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
