gid,id,lote,codigo,endereco,sentido,referencia,tipo_equip,enquadrame,qtde_fxs_f,data_publi,velocidade,latitude_l,ligado,data_desli,motivo_des,mi_style,mi_prinx,geom,emme_gid,mdc_gid,autuacoes,contagem
720,686,3,5138 - 5139,Av. Pres. Juscelino Kubitschek,Marg. Pinheiros/Ibirapuera,x R. Profº. Atílio Innocenti,Fixo - Grupo B,V-R-Z-F-A-P,5,2016/04/28 00:00:00.000,50 km/h,(-46.68088530465231401 -23.59045111714110377),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",837,0101000020E610000021AB5B3D275747C0BCFDA0CB279737C0,22918,105544,2876236,7101
718,687,3,5134 - 5452,Av. Pres. Juscelino Kubitschek,Ibirapuera/Marg. Pinheiros,x Av. Brig. Faria Lima,Fixo - Grupo B,V-R-Z-F-A,5,2016/04/21 00:00:00.000,50 km/h,(-46.68092106534363239 -23.59029682622333723),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",835,0101000020E61000006E14596B285747C02CFA1AB41D9737C0,22918,191089,2357784,5991
810,688,3,5101,C.V. Ayrton Senna,Centro/Bairro,a mais 50 m da Av. Vinte e Três de Maio,Fixo - Grupo C,V-R-Z-F,3,2015/09/17 00:00:00.000,50 km/h,(-46.65258299999999991 -23.58298200000000122),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",927,0101000020E6100000C6C3F7D5875347C0C24E6F4E3E9537C0,22920,75745,1583572,9382
799,689,3,5102 - 5437 - 5438,Av. Dr. Ricardo Jafet,Imigrantes/Ipiranga,a menos 10 m da R. Saioá,Fixo - Grupo C,V-R-Z,9,2014/10/07 00:00:00.000,50 km/h,(-46.62128500000000031 -23.59528399999999948),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",916,0101000020E610000079A6FA42864F47C0C6EEE987649837C0,7462,205319,2722925,15834
796,690,3,5232 - 5444,Av. Dr. Ricardo Jafet,Ipiranga/Imigrantes,a mais 27m da R. Mary Baida Salem,Fixo - Grupo C,V-R-Z,7,2015/03/17 00:00:00.000,50 km/h,(-46.62905102455847839 -23.58591491220370173),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",913,0101000020E6100000823CD4198C4F47C032420D196E9837C0,7462,60542,2374984,10542
830,691,3,5104 - 5445 - 5446,Av. Vinte e Três de Maio,Santana/Aeroporto,a mais 183m da R. Asdrubal do Nascimento,Fixo - Grupo C,V-R-F-EX-VER,7,2015/10/28 00:00:00.000,60 km/h,(-46.63779199999999747 -23.55634399999999928),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",947,0101000020E6100000CA06672AA35147C0E01F21906C8E37C0,21968,207068,3959507,20103
829,692,3,5103 - 5460 - 5461 - 5462,Av. Vinte e Três de Maio,Aeroporto/ Santana,a mais 134m do Acesso a R. Pedroso,Fixo - Grupo C,V-R-VER-F-EX,9,2014/09/10 00:00:00.000,60 km/h,(-46.63995400000000302 -23.56262800000000013),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",946,0101000020E610000011FDDAFAE95147C096B6D163089037C0,10343,239314,5811899,27609
774,693,3,5105 - 5439 - 5440,Av. Vinte e Três de Maio,Santana/Aeroporto,a menos 100m do C.V. Ayrton Senna,Fixo - Grupo C,V-R-F-VER,9,2015/03/04 00:00:00.000,60 km/h,(-46.649872000000002 -23.58117599999999925),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",891,0101000020E61000009ABE2FCF315347C005A6BA8CC89437C0,4036,22765,6157183,25820
825,694,3,5106 - 5441 - 5442 - 5443,Av. Vinte e Três de Maio,Aeroporto/Santana,a mais 100m do Acesso a R. Drº. Luis F. Sobrinho,Fixo - Grupo C,V-R-F-EX-VER,9,2015/03/17 00:00:00.000,60 km/h,(-46.6495609999999985 -23.5563760000000002),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",942,0101000020E6100000B89E77E22D5347C0BC9EC9D5D09437C0,13816,156364,6243620,38508
800,695,3,5230,Av. Antonio Joaquim de Moura Andrade,Marginal Pinheiros/Ibirapuera,nº 175,Fixo - Grupo C,V-R-Z-F,3,2015/12/17 00:00:00.000,50 km/h,(-46.66560599999999681 -23.58733199999999997),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",917,0101000020E61000000950CF92325547C048BE54645B9637C0,20224,61025,1804228,9884
809,696,3,5231,R. Mauricio Francisco Klabin,Vila Mariana/Ipiranga,nº 422,Fixo - Grupo C,V-R-Z-F,2,2014/12/20 00:00:00.000,40 km/h,(-46.63183300000000031 -23.59528500000000051),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",926,0101000020E61000005D2B04E6DF5047C049F38598649837C0,19396,213132,1429800,5503
761,697,3,5474 - 5475 - 5476,Av. Brasil,Itaim/Pinheiros,a mais 28m da R. Engº. Alcides Barbosa,Fixo - Grupo C,V-R-Z-F,11,2015/11/25 00:00:00.000,50 km/h,(-46.67741099999999932 -23.5647449999999985),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",878,0101000020E6100000F0D6839BB35647C0EE7F33718E9037C0,17537,190764,1674151,5281
811,698,3,5507 - 5508,Vel. Pres. João Goulart,Penha/Lapa,a menos 200m da R. Mj. Sertório,Fixo - Grupo C,V-R,6,2016/07/30 00:00:00.000,50 km/h,(-46.64755900000000111 -23.5471970000000006),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",928,0101000020E6100000F6694737E35247C0E991ED19158C37C0,17061,210884,2307522,13035
808,699,3,5449 - 5457,Av. Rubem Berta,Santana/Aeroporto,a mais 130m do km 6,Fixo - Grupo C,V-R-F-VR,5,2015/09/05 00:00:00.000,60 km/h,(-46.65083800000000025 -23.59791399999999939),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",925,0101000020E6100000019984A84E5347C09805A8E3109937C0,20788,41955,2241231,7104
812,700,3,5472 - 5473,Av. Brig. Luis Antonio,Centro/Bairro,Oposto ao nº 4.655,Fixo - Grupo C,V-R-Z-F,3,2015/11/13 00:00:00.000,50 km/h,(-46.6662549999999996 -23.58200899999999933),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",929,0101000020E6100000B7FFAFD7475547C00C145F8AFE9437C0,14748,1082,530402,3298
813,701,3,5451 - 5455,Pça. Dom Gastão Liberal Pinto,Bairro/Centro,nº 27,Fixo - Grupo C,V-R-Z-F-EX,3,2015/08/22 00:00:00.000,50 km/h,(-46.67031500000000221 -23.58404900000000026),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",930,0101000020E610000091681BE2CC5547C00F36653C849537C0,9518,152823,259190,745
814,702,3,5477 - 5478 - 5479 - 5480,R. Henrique Schaumann,Pinheiros/Jardins,nº 81,Fixo - Grupo C,V-R-Z-F,11,2016/01/29 00:00:00.000,50 km/h,(-46.68031924388136389 -23.56057482320761665),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",931,0101000020E6100000E6334728DF5647C01CA5E40B399037C0,775,84868,1874262,6241
815,703,3,5229 - 5497 - 5498,Av. Profº. Abraão de Morais,Jabaquara/Ipiranga,nº 37,Fixo - Grupo C,V-R-Z,9,2016/05/14 00:00:00.000,50 km/h,(-46.65258299999999991 -23.58298200000000122),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",932,0101000020E61000005CC225F01C5047C09853D9E2E09A37C0,20807,49062,2744794,12409
816,704,3,5481 - 5499 - 5500,Av. Profº. Abraão de Morais,Ipiranga/Jabaquara,a mais 9m da R. Palermo,Fixo - Grupo C,V-R-Z,9,2016/05/14 00:00:00.000,50 km/h,(-46.68226625808617314 -23.55608171350420932),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",933,0101000020E61000005669EBD2865047C095585AD836A037C0,12229,32114,2341688,15007
111,705,3,5160 - 5161,R. Drº. Alberto Seabra,Lapa/Pinheiros - Pinheiros/Lapa,nº 966 - nº 959,Barreira Eletrônica,V-R-Z,2,2014/10/17 00:00:00.000,40 km/h,(-46.70688811483827863 -23.54290322967655413),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",113,0101000020E61000009790AC4F7B5A47C05BF3BAB0FB8A37C0,11739,111596,377763,1375
112,706,3,5162 - 5163,R. Apinajes,Perdizes/Pinheiros - Pinheiros/Perdizes,nº 1.694 - Oposto ao nº 1.694,Barreira Eletrônica,V-R-Z,2,2015/01/21 00:00:00.000,40 km/h,(-46.68529999999999802 -23.54447000000000045),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",114,0101000020E6100000ADDF65E9B75747C0F7C07562628B37C0,711,159276,462449,2096
113,707,3,5164 - 5165,R. Aurélia,Lapa/Pinheiros - Pinheiros/Lapa,nº 1.906 - nº 1.921,Barreira Eletrônica,V-R-Z,2,2014/12/09 00:00:00.000,40 km/h,(-46.69760888516172059 -23.53909731097033742),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",115,0101000020E610000086CBC7414B5947C0EC787A42028A37C0,10413,99233,1194331,5396
27,708,3,5447,R. Capivari,Pacaembu/Barra Funda,a mais 28m da R. Itaquera,Barreira Eletrônica,V-R-Z-F,2,2014/10/29 00:00:00.000,40 km/h,(-46.66585529246212616 -23.5521669981237487),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",28,0101000020E6100000BEBB95253A5547C047E2E5E95C8D37C0,4960,228184,1257922,6217
114,709,3,5166 - 5167,Pça. São Marcos,Pinheiros/Lapa - Lapa/Pinheiros,a mais 25 m da Av. São Gualter,Barreira Eletrônica,V-R-Z,2,2014/11/27 00:00:00.000,50 km/h,(-46.71163688516172385 -23.54249877032344784),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",116,0101000020E6100000590329EB165B47C09E369136E18A37C0,2806,192462,1466477,6558
115,710,3,5233,R. Cardoso de Almeida,Pacaembu/Barra Funda,a menos 131m da R. Mons Alberto Pequeno,Barreira Eletrônica,V-R-Z-F,2,2014/09/27 00:00:00.000,40 km/h,(-46.67464400000000069 -23.54963499999999854),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",117,0101000020E6100000E31E64BC5A5647C08BC9F2E0B48C37C0,3283,103817,841206,10374
116,711,3,5236 - 5237,R. Cerro Corá,Lapa/Jaguare - Jaguare/Lapa,nº 1.268 - Oposto nº 1.268,Barreira Eletrônica,V-R-Z-F,3,2015/02/27 00:00:00.000,40 km/h,(-46.70853799999999723 -23.53807099999999863),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",118,0101000020E6100000CEE2DE5FB15A47C0D3060E05BF8937C0,13859,172277,1354734,6054
2,712,3,5239 - 5238,R. Cerro Corá,Jaguare/Lapa - Lapa/Jaguare,nº 2.375 - nº 2.384,Barreira Eletrônica,V-R-Z,2,2014/12/06 00:00:00.000,40 km/h,(-46.71775699999999887 -23.53570322967655315),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",3,0101000020E610000058F07075DF5B47C05E6BC6D4238937C0,16704,184867,954923,3772
117,713,3,5240 - 5241,Av. Profº. Fonseca Rodrigues,Vl.Leopoldina/Pinheiros - Pinheiros/Vl.Leopoldina,a mais 267m da Pça. Apecatu - a menos 26 m da R. Ubiracica,Barreira Eletrônica,V-R-Z,4,2015/03/25 00:00:00.000,50 km/h,(-46.72675080258422042 -23.54287324644879931),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",119,0101000020E6100000D943982E065D47C0DFC7EAB9F98A37C0,2585,59566,740701,2692
118,714,3,5234,R. Heitor Penteado,Centro/Bairro,a mais 88m do Viad. Drº. Arnaldo,Barreira Eletrônica,V-R-Z,2,2014/10/25 00:00:00.000,50 km/h,(-46.6806270000000012 -23.54974699999999999),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",120,0101000020E6100000733017C81E5747C070DFD538BC8C37C0,7702,39623,1225398,8530
119,715,3,5235,R. John Harrison,Barra Funda/Lapa,Oposto ao nº 735,Barreira Eletrônica,V-R-Z,1,2015/08/11 00:00:00.000,40 km/h,(-46.70948411483827556 -23.51909522967655164),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",121,0101000020E610000036372A60D05A47C09D6A4669E38437C0,13060,233175,683101,2643
120,716,3,5242,R. Major Paladino,Vila dos Remédios/Lapa,a mais 23m da Ponte dos Remédios,Barreira Eletrônica,V-R,2,2014/11/27 00:00:00.000,40 km/h,(-46.74484799999999751 -23.52022099999999938),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",122,0101000020E6100000D93EE42D575F47C05FA440342D8537C0,14789,103909,1050485,2161
121,717,3,5243,R. Tito,Lapa/Perdizes,nº 21,Barreira Eletrônica,V-R-Z,2,2014/10/17 00:00:00.000,40 km/h,(-46.69167600000000107 -23.52807822967655227),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",123,0101000020E6100000CBB6D3D6885847C0CFAFD61E308737C0,4456,90758,687122,3630
1,718,3,5244,Vd. Armando Puglise,Paraíso/Consolação,alt do nº 911 da R. Treze de Maio,Barreira Eletrônica,V-R-Z-F,2,2015/02/27 00:00:00.000,50 km/h,(-46.64600300000000033 -23.56133000000000166),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",2,0101000020E610000005A8463BB05247C0F70F5453B38F37C0,5914,135355,460072,2761
122,719,3,5249,R. Engº. Edgar Egídio de Souza,Santa Cecilia/Pacaembu,nº 303,Barreira Eletrônica,V-R-Z-F,2,2015/02/27 00:00:00.000,40 km/h,(-46.66357800000000111 -23.54185599999999923),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",124,0101000020E61000002B2CB81FF05447C06C0A7D13B78A37C0,17538,194946,517178,2261
123,720,3,5254,R. Maestro Cardim,Paraiso/Liberdade,nº 1.251,Barreira Eletrônica,V-R-Z-F,2,2014/03/17 00:00:00.000,40 km/h,(-46.64182699999999926 -23.57200800000000029),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",125,0101000020E610000039F17264275247C0E40CC51D6F9237C0,19728,241027,533115,5785
124,721,3,5245 - 5246,Av. do Cursino,Centro/Bairro - Bairro/Centro,Oposto nº 3.271 - nº 3.271,Barreira Eletrônica,V,2,2015/10/08 00:00:00.000,40 km/h,(-46.61801100000000275 -23.63029399999999924),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",126,0101000020E6100000BCC804FC1A4F47C036F73EF25AA137C0,7831,36655,815881,213
125,722,3,5248 - 5247,R. Dom Vilares,Ipiranga/Imigrantes - Imigrantes/Ipiranga,x R. Evolução,Barreira Eletrônica,V,2,2015/02/14 00:00:00.000,40 km/h,(-46.61510911483827613 -23.62560067225741633),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",127,0101000020E610000010239DE4BB4E47C0863E716327A037C0,3152,25300,991811,155
110,723,3,5250,Av. Drº. Gentil de Moura,Centro/Bairro,nº 980,Barreira Eletrônica,V-R-Z,2,2015/03/17 00:00:00.000,40 km/h,(-46.60551677032344742 -23.60191611483827856),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",112,0101000020E6100000177D6893814D47C04DFD932A179A37C0,16607,229735,1276918,4649
126,724,3,5252 - 5251,Av. IV Centenário,Bairro/Centro - Centro/Bairro,nº 1.105 - Oposto nº 1.105,Barreira Eletrônica,V-R-Z-F,2,2015/02/05 00:00:00.000,40 km/h,(-46.66126599999999769 -23.59426099999999948),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",128,0101000020E6100000EDC6ED5DA45447C04216D47D219837C0,8299,65303,854377,5415
127,725,3,5253,R. do Lavapés,Centro/Bairro,nº 598,Barreira Eletrônica,V-R-Z,2,2015/02/27 00:00:00.000,50 km/h,(-46.62681899999999757 -23.56159999999999854),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",129,0101000020E61000002874E29B3B5047C0773B2D05C58F37C0,7191,26613,646692,2141
129,726,3,5255 - 5256,R. Nossa Senhora da Saúde,Anchieta/Imigrantes - Imigrantes/Anchieta,nº 1.387 - nº 1.394,Barreira Eletrônica,V,2,2015/08/19 00:00:00.000,40 km/h,(-46.60649334451483128 -23.62195300000000131),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",131,0101000020E61000004EB95F91A14D47C0B3D9264F389F37C0,7914,215244,1295875,553
128,727,3,5257 - 5258,Av. Pe. Arlindo Vieira,Anchieta/Imigrantes - Imigrantes/Anchieta,nº 3.100 - nº 3.101,Barreira Eletrônica,V,2,2015/08/19 00:00:00.000,40 km/h,(-46.60702599999999762 -23.64554100000000147),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",130,0101000020E6100000F102D306B34D47C0CC604A2C42A537C0,11265,94508,622772,147
130,728,3,5259,R. Engº. Ranulfo Pinheiro de Lima,Ipiranga/Vila Mariana,nº 74,Barreira Eletrônica,V-R-Z,2,2015/02/05 00:00:00.000,40 km/h,(-46.61353319613206025 -23.58401399999999981),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",132,0101000020E6100000E91B7F3F884E47C0F96706F1819537C0,15993,45487,409473,2482
131,729,3,5260 -5261,R. Ribeiro Lacerda,Imigrantes/Anchieta - Anchieta/Imigrantes,x R. Fonseca da Costa,Barreira Eletrônica,V-R-Z,4,2015/03/17 00:00:00.000,40 km/h,(-46.62467942580861546 -23.61808811483827597),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",133,0101000020E610000046F3957AF54F47C0CF0CE2033B9E37C0,5092,131593,701751,3474
132,730,3,5262 - 5263,R. Vergueiro,Bairro/Centro - Centro/Bairro,nº 8.527 - Oposto nº 8.527,Barreira Eletrônica,V,2,2015/02/14 00:00:00.000,40 km/h,(-46.60529178709569464 -23.61523267225741662),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",134,0101000020E6100000F7AAF8337A4D47C0BE5144E97F9D37C0,7748,51901,1218987,208
133,731,3,5264 - 5265,R. Cel. Diogo,Cambuci/Ipiranga - Ipiranga/Cambuci,nº 1.199 - Oposto ao nº 1.199,Barreira Eletrônica,V-R-Z-F,2,2015/02/14 00:00:00.000,40 km/h,(-46.61698077032344401 -23.58000977032344636),0,2016/12/29 00:00:00.000,"poste de energia do equipamento foi abalroado,rompendo a fiação do equipamento","Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",135,0101000020E6100000AA86163CF94E47C03D67E2887B9437C0,3684,35120,999788,8679
572,732,4,2427 - 2426,Av. Atlântica,Centro/Bairro,nº 1.000,Fixo - Grupo A,V-EX,3,2014/10/25 00:00:00.000,50 km/h,(-46.7123149999999967 -23.67437899999999829),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",682,0101000020E6100000E7961FA82C5B47C0B74ABC86ABAC37C0,11471,153014,285244,649
419,733,4,2429 - 2428,Av. Atlântica,Bairro/Centro,"a menos 20,8m do nº 3.771",Fixo - Grupo A,V-EX,3,2014/12/18 00:00:00.000,50 km/h,(-46.71473699999999951 -23.69576800000000105),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",523,0101000020E6100000FB3B78797C5B47C055A7DAD91DB237C0,9614,175365,259211,2441
551,734,4,2431 - 2430,Av. Sen. Teotonio Vilela,Centro/Bairro,nº 4.548,Fixo - Grupo A,V-EX,3,2014/12/12 00:00:00.000,50 km/h,(-46.70425000000000182 -23.74056399999999911),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",661,0101000020E6100000CF9ECBD4245A47C0D7CB849995BD37C0,8197,155444,809626,7098
390,735,4,2435 - 2434,Av. Ver. João de Luca,Marginal/Diadema,nº 1.790,Fixo - Grupo A,V-EX,4,2014/10/25 00:00:00.000,50 km/h,(-46.66379200000000083 -23.65848899999999944),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",493,0101000020E610000069138A21F75447C097C62FBC92A837C0,3380,97572,1457895,5371
386,736,4,2437 - 2436,Av. Ver. João de Luca,Diadema/Marginal,a mais 20m. da Trav. Octávio de Abreu Sampaio,Fixo - Grupo A,V-EX,4,2014/10/25 00:00:00.000,50 km/h,(-46.66353199999999646 -23.65848000000000084),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",489,0101000020E610000044202C9DEE5447C0F011312592A837C0,3380,24975,1485846,6757
773,737,4,2443 - 2778 - 2592,Av. das Nações Unidas,Castelo Branco/Interlagos,a menos 50m do n° 20.728,Fixo - Grupo C,V,5,2014/12/06 00:00:00.000,60/50 km/h,(-46.70945700000000045 -23.6647829999999999),1,,,"Symbol (62,61680,12,""MapInfo Transportation"",256,0)",890,0101000020E61000006C58B683CF5A47C076167B372FAA37C0,5892,248523,0,0
389,738,4,2483 - 2484,Av. Ver. José Diniz,Centro/Bairro,a mais 92m. da R. Américo Brasiliense,Fixo - Grupo A,V-EX,3,2014/10/04 00:00:00.000,50 km/h,(-46.69363400000000297 -23.63700100000000148),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",492,0101000020E61000009F980E00C95847C079B8B27E12A337C0,6431,167681,592836,3783
541,739,4,2630 - 2629,Marginal Pinheiros  Pista Expressa,Interlagos/Castelo Branco,a menos 66m. km 14,Fixo - Grupo A,V-PR,4,2015/03/21 00:00:00.000,90/60 km/h,(-46.70455599999999663 -23.62378500000000159),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",651,0101000020E610000023E6C4E42E5A47C040BCAE5FB09F37C0,21735,248397,2394938,7317
142,740,4,2489 - 2490,Av. Maria Coelho Aguiar,Bairro/Centro - Centro/Bairro,n° 1.359 - n° 1.368,Barreira Eletrônica,V,2,2015/10/04 00:00:00.000,40 km/h,(-46.73588900000000024 -23.65611499999999978),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",144,0101000020E61000007524B09C315E47C00484BD26F7A737C0,1852,175299,240027,408
141,741,4,2493 - 2494,Av. Sadamu Inoue,Centro/Bairro - Bairro/Centro,n° 2.666 - oposto ao n° 2.666,Barreira Eletrônica,V,2,2014/10/04 00:00:00.000,40 km/h,(-46.72925200000000245 -23.79321900000000056),0,2017/01/11 00:00:00.000,Dispositivo de segurança acionado por oscilação de energia,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",143,0101000020E6100000EA11D521585D47C0D9907F6610CB37C0,3091,103603,1130817,2895
138,742,4,2497 - 2496,R. Dr°. Luiz Migliano,Vila Sônia/Morumbi - Morumbi - Vila Sônia,n° 644 - oposto n° 644,Barreira Eletrônica,VER-V,1,2015/04/17 00:00:00.000,40 km/h,(-46.74491100000000188 -23.61072700000000069),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",140,0101000020E61000001FB75F3E595F47C0A3D5A09A589C37C0,13649,173793,1037589,3432
139,743,4,2498 - 2499,Av. Rodrigues Montemor,Bairro/Centro - Centro/Bairro,n° 533 - Oposto ao n° 533,Barreira Eletrônica,V,1,2015/03/21 00:00:00.000,40 km/h,(-46.64992800000000273 -23.66369800000000012),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",141,0101000020E6100000E7AD36D6305347C0E8510A1DE8A937C0,2336,243671,464410,832
134,744,4,2503 - 2502,Av. Eng°. Alberto De Zagottis,Bairro/Centro - Centro/Bairro,n° 349 - Oposto ao n° 387,Barreira Eletrônica,V,2,2014/11/15 00:00:00.000,40 km/h,(-46.69632699999999659 -23.67102200000000067),0,2017/01/01 00:00:00.000,Acionamento de dispositivo de segurança,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",136,0101000020E61000004290E63C215947C0F8B1B419C8AB37C0,20071,8754,1060676,2206
143,745,4,2505 - 2504,Av. Ângelo Cristianini,Bairro/Centro - Centro/Bairro,n° 1.419 - oposto ao n° 1.419,Barreira Eletrônica,V,1,2014/11/15 00:00:00.000,40 km/h,(-46.64367699999999672 -23.69045099999999948),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",145,0101000020E61000000E7FB000645247C037A40F65C1B037C0,15740,33310,712264,370
144,746,4,2506 - 2507,Estr. Do Campo Limpo,V. Sônia/Campo Limpo - Campo Limpo/V. Sônia,n° 5.211 - n° 5.214,Barreira Eletrônica,V,2,2014/12/18 00:00:00.000,40 km/h,(-46.75907500000000283 -23.6220630000000007),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",146,0101000020E61000001A82465D296147C092E6D1853F9F37C0,5514,139570,885333,1616
146,747,4,2510 - 2511,Av. Com. Sant'Anna,Itapecerica/M' Boi - M' Boi/Itapecerica,n° 1.370 - n° 1.371,Barreira Eletrônica,V,2,2014/11/15 00:00:00.000,40 km/h,(-46.77220200000000006 -23.67842500000000072),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",148,0101000020E61000003E41DE82D76247C0D1D69842ADAD37C0,8794,7194,784482,714
147,748,4,2512 - 2513,Av. Francisco De Paula Quintanilha Ribeiro,Centro/Bairro - Bairro/Centro,n° 280 - oposto ao n° 280,Barreira Eletrônica,V,1,2014/11/20 00:00:00.000,40 km/h,(-46.64280300000000068 -23.64964700000000164),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",149,0101000020E61000005815655F475247C042BEB6444FA637C0,12818,81855,231295,192
26,749,4,2515 - 2516,Av. Giovanni Gronchi,Centro/Bairro - Bairro/Centro,A menos 47 m R. Antônio Júlio Dos Santos - menos 20 m R. Pasquale Gualupp,Barreira Eletrônica,V,4,2014/11/20 00:00:00.000,50 km/h,(-46.7258420000000001 -23.60829000000000022),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",27,0101000020E610000006A15965E85C47C083A237E4B89B37C0,10038,108388,1261776,540
149,750,4,2518 - 2519,R. Mal. Hastinfilo de Moura,Morato/Giovanni - Giovanni/Morato,n° 233 - oposto ao n° 233,Barreira Eletrônica,V,1,2014/12/31 00:00:00.000,40 km/h,(-46.73577499999999674 -23.61685599999999852),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",151,0101000020E6100000FA4E61DF2D5E47C046642F46EA9D37C0,23980,217872,426651,436
150,751,4,2521 - 2520,Av. Eng°. Heitor Antônio Eiras Garcia,Raposo/Butantã - Butantã/Raposo,n° 1.927 - oposto ao n° 1.927,Barreira Eletrônica,V,1,2014/12/18 00:00:00.000,40 km/h,(-46.74968299999999743 -23.58292399999999844),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",152,0101000020E6100000ED47279EF55F47C0D00007823A9537C0,15544,190802,235908,106
151,752,4,2522 - 2523,R. Henrique Sam Mindlin,Itapecerica/M'Boi - M'Boi/Itapecerica,n° 407 - n° 408,Barreira Eletrônica,V,2,2014/12/12 00:00:00.000,40 km/h,(-46.7769090000000034 -23.67840800000000101),0,2017/01/01 00:00:00.000,Acionamento de dispositivo de segurança,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",153,0101000020E610000036C90BC0716347C007723725ACAD37C0,11190,77834,856576,77
20,753,4,2525 - 2524,Av. Interlagos,Bairro/Centro - Centro/Bairro,n° 7.229 - n° 7.250,Barreira Eletrônica,V,2,2014/11/15 00:00:00.000,50 km/h,(-46.70322399999999874 -23.70929299999999884),1,,,"Symbol (62,13658112,12,""MapInfo Transportation"",256,0)",21,0101000020E610000051F63348035A47C03D3B093A94B537C0,14348,211973,889783,457
