gid,id,lote,codigo,endereco,sentido,referencia,tipo_equip,enquadrame,qtde_fxs_f,data_publi,velocidade,latitude_l,ligado,data_desli,motivo_des,mi_style,mi_prinx,geom,emme_gid,mdc_gid,autuacoes,contagem
224,260,2,4409 - 4410,Av. Nove de Julho,Bairro/Centro,nº 399,Fixo - Grupo A,VER-V-R-EX-F,3,2015/03/13 00:00:00.000,50 km/h,(-46.64238200041749138 -23.54978220050099225),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",321,0101000020E610000089F81C92395247C07A21B282BE8C37C0,20774,54728,1997730,10212
225,261,2,4302,Av. Salim Farah Maluf,Marg. Tietê/Vl. Prudente,a mais 196 m da R. Fausto Cleva,Fixo - Grupo A,VER-V-R-PR,4,2015/04/17 00:00:00.000,50 km/h,(-46.57367713311066382 -23.56997356634658658),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",322,0101000020E6100000D3BB783F6E4947C0FF91E9D0E99137C0,14432,189138,3224621,19743
227,262,2,4362,Av. Salim Farah Maluf,Marg. Tietê/Vl. Prudente,a menos 20 m da Av. Vila Ema,Fixo - Grupo A,VER-V-R,5,2014/12/05 00:00:00.000,50 km/h,(-46.57205806655534275 -23.57912473294367217),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",324,0101000020E61000009B81FC32394947C002328D89419437C0,8315,83400,3119996,15976
226,263,2,4601 - 4602,Av. Rio das Pedras,Bairro/Centro,nº 203A,Fixo - Grupo A,V-EX,2,2015/11/13 00:00:00.000,50 km/h,(-46.51993129137493099 -23.55990970204913637),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",323,0101000020E6100000882FB01A8D4247C04A9A5843568F37C0,211,192669,649592,515
228,264,2,4301,Av. Calim Eid,Bairro/Centro,nº 269,Fixo - Grupo A,V,3,2015/03/25 00:00:00.000,50 km/h,(-46.5096662662213447 -23.51973960025049593),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",325,0101000020E6100000BDA34ABD3C4147C0D59F92AD0D8537C0,5164,183570,1058849,1107
229,265,2,4300,Av. Calim Eid,Centro/Bairro,a mais 13 m da R. Tarú,Fixo - Grupo A,V,3,2015/03/25 00:00:00.000,50 km/h,(-46.50658106697282079 -23.52058733319417172),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",326,0101000020E6100000BB16C2A4D74047C07D853731458537C0,5164,120592,1155195,1299
444,266,2,4372,Av. JacuPês./N. Trab.,S. Miguel/S. Mateus,a menos 8 m da R. Iososuke Okaue,Fixo - Grupo A,V,4,2015/04/11 00:00:00.000,50 km/h,(-46.4462492335699082 -23.57240183298542036),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",548,0101000020E61000004905FCB71E3947C0FB14F000899237C0,22298,248224,2007142,1814
435,267,2,4374-4389,Av. JacuPês./N. Trab.,S. Mateus/S. Miguel,a menos 20 m da R Jaime Ribeiro Wright,Fixo - Grupo A,V-EX,4,2015/05/27 00:00:00.000,50 km/h,(-46.44551446672233652 -23.57358460025049496),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",539,0101000020E610000032A74F9B063947C0A48AE255D69237C0,21857,249146,1836634,2927
447,268,2,4297,Av. JacuPês./N. Trab.,S. Miguel/S. Mateus,a mais 22m da R. Cel. Manuel F. de Souza,Fixo - Grupo A,V,4,2014/12/05 00:00:00.000,50 km/h,(-46.45848324968688559 -23.50237505043836705),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",551,0101000020E610000082152B93AF3A47C0F753E3A59B8037C0,5133,248352,2455406,3857
223,269,2,4603 - 4604,Estr. de Mogi das Cruzes,Bairro/Centro,nº 147 - a menos 1m do nº 209,Fixo - Grupo A,V,3,2015/11/13 00:00:00.000,50 km/h,(-46.49815643589764846 -23.51489283289851784),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",320,0101000020E6100000428E1092C33F47C095E33E07D08337C0,3641,109599,879891,2526
230,270,2,4597 - 4598,R. dos Trilhos,Centro/Bairro,a menos 24m da R. Visconde de Laguna,Fixo - Grupo A,V-R-EX,3,2015/11/13 00:00:00.000,50 km/h,(-46.60290310818368908 -23.55300338021420714),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",327,0101000020E6100000D121ECEB2B4D47C0A9BD469A918D37C0,5752,6853,1373538,6538
441,271,2,4376 - 4387,Av. JacuPês./N. Trab.,S. Miguel/S. Mateus,a mais 256 m da Est. Dos Monos,Fixo - Grupo A,V-EX,4,2014/12/05 00:00:00.000,50 km/h,(-46.44302586688933587 -23.58747193260968089),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",545,0101000020E610000032F4BA0BB53847C0966A4D90649637C0,6008,248732,1874810,5312
449,272,2,4378,Av. JacuPês./N. Trab.,S. Miguel/S. Mateus,a mais 301 m da Av. Ragueb Chohfi,Fixo - Grupo A,V,3,2014/12/04 00:00:00.000,50 km/h,(-46.44481461678496004 -23.59745008308979664),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",553,0101000020E61000004F9A9BA9EF3847C0E3F1DD7BF29837C0,12044,176183,1237951,4908
462,273,2,4390,Av. Alcântara Machado,Bairro/Centro,a menos 34 m da R. Placidina,Fixo - Grupo A,V-R-F-VER,6,2015/04/30 00:00:00.000,50 km/h,(-46.61818239974950728 -23.5523639334446635),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",568,0101000020E610000030C5879F204F47C083A3A2B9678D37C0,11162,22526,4397202,23572
463,274,2,4366 - 4463,Av. Conde de Frontin,Centro/Bairro,a menos 55 m da R. Pinhalzinho,Fixo - Grupo A,V,5,2015/01/10 00:00:00.000,50 km/h,(-46.55327673377865949 -23.53602953327766656),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",569,0101000020E610000017E6EBCFD14647C0DC708A54398937C0,4962,44300,3039420,3850
559,275,2,4370-4438,Av. São Miguel,Centro/Bairro,a menos 29 m da R. Pau D´Arco Roxo,Fixo - Grupo A,V,3,2015/05/20 00:00:00.000,50 km/h,(-46.46549016701457901 -23.49884089995824965),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",669,0101000020E6100000609F6B25953B47C09112501BB47F37C0,4126,235791,1091627,1271
440,276,2,4380,Av. JacuPês./N. Trab.,S. Miguel/S. Mateus,a menos 302 m da Av. Ragueb Chohfi,Fixo - Grupo A,V,2,2014/12/06 00:00:00.000,50 km/h,(-46.44464288300629562 -23.59772915048011654),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",544,0101000020E6100000DB9D1806EA3847C086CD19B4049937C0,12044,196689,1078084,6470
239,299,2,4530,R. Brigadeiro Tobias,Bairro/Centro,nº 541,Fixo - Grupo A,V-EX,2,2014/12/06 00:00:00.000,40 km/h,(-46.63473826663883415 -23.53819673294367476),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",337,0101000020E6100000DFA999183F5147C0EDE7FB46C78937C0,14907,237335,471579,2857
426,277,2,4624 - 4625,Av. Aricanduva,Bairro/Centro,"a menos 1,385 km da Est. da Fazenda do Carmo",Fixo - Grupo A,V-EX,3,2016/06/18 00:00:00.000,50 km/h,(-46.47072133528163818 -23.59255086521935496),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",530,0101000020E610000038A7AB9E403C47C03472AB5AB19737C0,7208,249528,1564942,8600
422,278,2,4626 - 4627,Av. Aricanduva,Centro/Bairro,a menos 65m do nº 12.200,Fixo - Grupo A,V-EX,3,2016/06/18 00:00:00.000,50 km/h,(-46.47107873210867979 -23.59298120133598076),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",526,0101000020E610000032BB59494C3C47C0E44CD199CD9737C0,7208,249483,1576290,9519
428,279,2,4461 - 4462,Av. Aricanduva,Centro/Bairro,a mais 13 m da R. Funilândia,Fixo - Grupo A,V,3,2015/03/10 00:00:00.000,50 km/h,(-46.49722868375778972 -23.57896923315241722),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",532,0101000020E61000009906C92BA53F47C060994C4F379437C0,19819,249580,2288925,3945
460,280,2,4538-4539,Av. Alcântara Machado,Centro/Bairro,nº 638,Fixo - Grupo A,V-R-F-VER-EX,6,2015/04/17 00:00:00.000,50 km/h,(-46.61894746713983295 -23.55260586647183629),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",566,0101000020E6100000897AC1A7394F47C08DACE395778D37C0,15218,54254,4365638,19156
231,281,2,4400,R. Drº. Assis Ribeiro,Penha/S. Miguel,a menos 137m da R. Serra de Itaquera,Fixo - Grupo A,V,4,2015/05/27 00:00:00.000,50 km/h,(-46.46333666680583008 -23.49028356634658721),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",328,0101000020E61000006C0377A04E3B47C0FE8C3D41837D37C0,6796,188934,1211434,1097
232,282,2,4386,Av. Salim Farah Maluf,Marg. Tietê/Vl. Prudente,a menos 40m da R. Florindo Bras,Fixo - Grupo A,V-R-VER,6,2016/04/05 00:00:00.000,50 km/h,(-46.5791759999999968 -23.54936213311067306),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",329,0101000020E610000065506D70224A47C0829045FDA28C37C0,14349,210955,4664358,26779
233,283,2,4537,Av. Salim Farah Maluf,Vila Prudente/Marg. Tietê,a menos 152m do nº 2.211,Fixo - Grupo A,VER-V-R-PR,6,2015/04/17 00:00:00.000,50 km/h,(-46.5783249330271758 -23.5499005336951619),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",330,0101000020E61000008BD4628D064A47C0FFE25B50C68C37C0,13566,118595,4404041,22009
234,284,2,4408,R. Drº. Assis Ribeiro,S. Miguel/Penha,oposto ao nº 10.170,Fixo - Grupo A,V,4,2015/09/11 00:00:00.000,50 km/h,(-46.46325362789200852 -23.49015853912258223),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",331,0101000020E6100000F045DEE64B3B47C067B0EB0F7B7D37C0,6796,8411,1040088,2221
505,285,2,4586-4587,Av. Santos Dumont,Centro/Bairro,a menos 162m da Av do Estado,Fixo - Grupo A,V-R-F-EX-VER,6,2015/07/16 00:00:00.000,50 km/h,(-46.63105620008349206 -23.5265577346136503),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",613,0101000020E610000059B89325C65047C0BFABCC31AC8637C0,17053,83113,3439549,16610
504,286,2,4588-4589,Av. Santos Dumont,Bairro/Centro,a menos 20m R. Rodolfo Miranda,Fixo - Grupo A,V-R-EX-F-VER,6,2015/10/01 00:00:00.000,50 km/h,(-46.6311433997495044 -23.52566146630483956),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",612,0101000020E6100000924E0BFBC95047C0B09953349C8637C0,23205,83113,3749260,30238
425,287,2,4535-4536,Av. Cruzeiro do Sul,Centro/Bairro,"a menos 64,0m do nº 548",Fixo - Grupo A,V-R-EX,4,2015/04/30 00:00:00.000,50 km/h,(-46.6253891335281665 -23.52774266722332186),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",529,0101000020E6100000AC8AD3BD0C5047C03A86321A1A8737C0,21287,15963,1725614,14887
235,288,2,4498,Av. José Pinheiro Borges,Centro/Bairro,a menos 18m da R. Itagimirim,Fixo - Grupo A,V-EX,3,2014/12/03 00:00:00.000,50 km/h,(-46.45633603348641572 -23.53821640016699845),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",332,0101000020E6100000DCCA7D38693A47C0BD559585C88937C0,8380,152306,2569588,1636
236,289,2,4309,Av. José Pinheiro Borges,Centro/Bairro,a menos 300m da R. Bento Munhoz,Fixo - Grupo A,V,2,2014/12/05 00:00:00.000,50 km/h,(-46.43566570029224749 -23.52529399999999882),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",333,0101000020E61000001817F5E6C33747C06E9592AB798637C0,22786,238951,1321875,2738
237,290,2,4499,Av. José Pinheiro Borges,Bairro/Centro,a menos 19m da R. Itagimirim,Fixo - Grupo A,V,3,2015/01/24 00:00:00.000,50 km/h,(-46.45591481645096366 -23.53762218313154619),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",334,0101000020E61000000CAE356B5B3A47C0D7C2EA97A18937C0,21086,76743,2561668,678
238,291,2,4500,Av. José Pinheiro Borges,Bairro/Centro,a mais 370m da R. Coroa de Frade,Fixo - Grupo A,V,2,2015/01/24 00:00:00.000,50 km/h,(-46.43527996651358336 -23.52491393344466175),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",335,0101000020E61000006633A041B73747C00F5D0EC3608637C0,7112,60770,1555023,1536
222,292,2,4401,Av. Salim Farah Maluf,Vl. Prudente/Marg. Tietê,a mais 205m da R. Rhône,Fixo - Grupo A,VER-V-R-PR,4,2014/12/18 00:00:00.000,50 km/h,(-46.57297296651358209 -23.57156443365341048),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",319,0101000020E6100000EBA58C2C574947C0826B3005529237C0,14432,187524,3304799,16255
446,293,2,4298,Av. JacuPês./N. Trab.,S. Miguel/S. Mateus,a menos 378m da Tv. Flôr de Pêssego,Fixo - Grupo A,V,4,2014/12/05 00:00:00.000,50 km/h,(-46.45864056638068007 -23.50248811350550326),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",550,0101000020E61000008596F1C6B43A47C0E272FE1EA38037C0,5133,249029,2742122,101557
499,294,2,4545 - 4354,R. Melo Freire,Bairro/Centro,a mais 404m do Viaduto Carlos Ferraci,Fixo - Grupo A,V-R-VER,5,2015/05/16 00:00:00.000,50 km/h,(-46.57507733277667228 -23.54043053327766444),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",607,0101000020E6100000652940B1A14947C03CC051FA5B8A37C0,10741,12466,4063095,27196
503,295,2,4439 - 4440,Av. Aricanduva,Centro/Bairro,a mais 123m da R. Astarte,Fixo - Grupo A,V-EX,3,2014/12/18 00:00:00.000,50 km/h,(-46.52512099999999862 -23.54909999999999926),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",611,0101000020E6100000BED34B293B4347C00278F286878C37C0,6056,249565,1195202,7071
500,296,2,4524 - 4523,Pça. Princesa Isabel,Bairro/Centro,a menos 25m da Av. Duque de Caxias,Fixo - Grupo A,VER-V-R-EX-F,4,2015/04/07 00:00:00.000,50 km/h,(-46.64283466680583246 -23.53610126622134047),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",608,0101000020E6100000AC572EA7465247C0DAED482F498937C0,1368,232064,790732,12477
241,297,2,4528,R. Paula Sousa,Santa Ifigênia/Brás,nº 205,Fixo - Grupo A,V-R-Z-F,2,2015/04/07 00:00:00.000,40 km/h,(-46.63115153369516008 -23.5382375332776661),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",339,0101000020E610000081336397C95047C0215D85F7C98937C0,1087,175775,611898,3756
240,298,2,4527,R. Carlos de Sousa Nazaré,Sé/Brás,nº 190,Fixo - Grupo A,V-R-Z-F,3,2015/04/07 00:00:00.000,40 km/h,(-46.63244706697282282 -23.5406277999164999),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",338,0101000020E610000006BAF605F45047C0EF733A98668A37C0,20599,24963,757845,3355
243,301,2,4526,R. Ribeiro de Lima,Tiradentes/Bom Retiro,nº 500,Fixo - Grupo A,V,2,2015/01/10 00:00:00.000,40 km/h,(-46.63754559983300396 -23.53118766680583462),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",341,0101000020E610000045BFCF1B9B5147C09C3A24EFFB8737C0,4942,34605,305941,1530
244,302,2,4519,R. da Glória,Centro/Bairro,nº 200,Fixo - Grupo A,V-EX,2,2014/04/11 00:00:00.000,40 km/h,(-46.63430279991650451 -23.55488393302717398),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",342,0101000020E610000087F98FD8305147C0823938E00C8E37C0,20878,108929,385902,2808
245,303,2,4520,R. Galvão Bueno,Bairro/Centro,nº 13,Fixo - Grupo A,V-EX,1,2014/12/06 00:00:00.000,40 km/h,(-46.63523620008350434 -23.55576513352816193),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",343,0101000020E61000007ED21E694F5147C0B25C1D9D468E37C0,22993,44124,112317,576
888,305,2,4648-4649,Av. Prof. Luiz Ignacio Mello,Centro/Bairro,nº 1820,Fixo - Grupo A,V-EX-R-VER,4,2017/03/29 00:00:00.000,50 km/h,(-23.584061 -46.576072),1,,,,1007,0101000020E610000056096ABFBA4947C0E2300198889537C0,3735,223732,3008187,14522
248,306,2,4531,R. Venceslau Brás,Pq. Dom Pedro/Sé,nº 66,Fixo - Grupo A,V-EX,3,2014/11/28 00:00:00.000,40 km/h,(-46.63238216617958898 -23.54942806655533616),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",347,0101000020E610000030B15CE3F15047C0988E1050A78C37C0,23729,112909,545815,3781
247,307,2,4522,R. Santa Ifigênia,Bairro/Centro,nº 163,Fixo - Grupo A,V-R-Z-F,2,2015/04/07 00:00:00.000,40 km/h,(-46.63795630012525351 -23.54015609962425515),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",346,0101000020E610000032F1798BA85147C016B00DAA478A37C0,18465,76930,211541,1110
465,308,2,4395 - 4396,Av. Alcântara Machado,Centro/Bairro,nº 4.360,Fixo - Grupo A,V-R-EX,5,2014/12/18 00:00:00.000,50 km/h,(-46.58427386688933325 -23.54278706655533426),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",571,0101000020E6100000A4554686C94A47C0E8C6CB05F48A37C0,5754,146775,2347015,14004
427,309,2,4636 - 4637,Av. Aricanduva,Bairro/Centro,a menos 225m da R. Fortuna de Minas,Fixo - Grupo A,V-EX,3,2015/04/11 00:00:00.000,50 km/h,(-46.50837966638834331 -23.56338626705632677),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",531,0101000020E6100000BAA740A0124147C035069D103A9037C0,19170,249592,2462531,7330
249,310,2,4532-4533,Av. Sen. Queirós,Brás/Santa Ifigênia,nº 396,Fixo - Grupo A,VER-V-R-EX-F,4,2015/04/17 00:00:00.000,50 km/h,(-46.63237513311067772 -23.53951199999999844),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",348,0101000020E61000006CE7FBA9F15047C056F3DA741D8A37C0,4219,162532,1306313,13544
246,311,2,4590,Av. José Pinheiro Borges,Centro/Bairro,a mais 147m do Viaduto Milton Leão,Fixo - Grupo A,V,3,2015/04/30 00:00:00.000,50 km/h,(-46.48158550020874458 -23.54167926663883392),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",345,0101000020E6100000C3CD2D9DA43D47C0F5FA6A79AB8A37C0,23381,63071,1009059,2230
251,312,2,4546,Av. José Pinheiro Borges,Centro/Bairro,a menos 10m do acesso da R. Boicorá,Fixo - Grupo A,V-R-VER,3,2015/05/20 00:00:00.000,50 km/h,(-46.48102000000000089 -23.54164099999999848),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",350,0101000020E610000079C3E00E923D47C0561F38FCA88A37C0,23381,250325,1138949,1701
506,313,2,4540,"Av. Aricanduva, Pista Expressa",Centro/Bairro,a mais 163m da R. Manilha,Fixo - Grupo A,V,3,2015/11/13 00:00:00.000,50 km/h,(-46.52517900000000139 -23.54913700000000176),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",614,0101000020E61000009D1992CD344347C0B305C6F2958C37C0,6056,249385,1629867,3691
450,314,2,4541,Av. Profº. Luiz Ignácio de Anhaia Mello,Centro/Bairro,a menos 45m da R. Nova Timboteua,Fixo - Grupo A,V-EX,2,2014/12/11 00:00:00.000,50 km/h,(-46.5306692335699168 -23.59926833319416772),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",554,0101000020E61000006E4D36F5EC4347C0B28174B1699937C0,11625,175238,1196674,585
445,315,2,4542,Av. Profº. Luiz Ignácio de Anhaia Mello,Bairro/Centro,"a menos 51,5m da R. Santa Maria do Cambucá",Fixo - Grupo A,V-EX,2,2014/11/28 00:00:00.000,50 km/h,(-46.52909459983300877 -23.59957433361165613),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",549,0101000020E61000008F8E2759B94347C0CB7F48BF7D9937C0,11625,106119,1214653,435
252,316,2,4591-4592,Estr. de Mogi das Cruzes,Centro/Bairro,nº 590,Fixo - Grupo A,V-R-EX,3,2015/08/06 00:00:00.000,50 km/h,(-46.49450000041748865 -23.51414359983300528),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",351,0101000020E6100000D9D5FDC64B3F47C09C4872F19E8337C0,7336,127619,658254,2707
634,317,2,4226,R. Catumbi,Centro/Bairro,nº 318,Fixo - Grupo B,R-A-P,3,2014/09/11 00:00:00.000,30 km/h,(-46.60001468595092433 -23.53565010743693975),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",748,0101000020E6100000C6274B4ACD4C47C0FB336A5B208937C0,17868,143406,743829,1938
631,318,2,4227,R. Marcos Arruda,Bairro/Centro,X R. Cachoeira,Fixo - Grupo B,R-A-P,3,2014/09/11 00:00:00.000,40 km/h,(-46.60262191735514392 -23.5343342066121366),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",745,0101000020E610000047B966B8224D47C00F24EF1CCA8837C0,9993,29251,776578,3465
594,319,2,4303,Av. Salim Farah Maluf,Marginal Tietê/Vila Prudente,X Av. Celso Garcia,Fixo - Grupo B,V-R-A-P-VER,6,2015/07/22 00:00:00.000,50 km/h,(-46.58303611570211444 -23.53495320661213697),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",705,0101000020E6100000B1E0975DA44A47C09C887E6DFD8837C0,9612,191793,4868056,11291
593,320,2,4304,Av. Salim Farah Maluf,Vila Prudente/Marginal Tietê,X Av. Celso Garcia,Fixo - Grupo B,V-R-A-P-VER,6,2015/07/22 00:00:00.000,50 km/h,(-46.58261064462849532 -23.53562270247869392),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",704,0101000020E6100000A23C569D934A47C028965B5A0D8937C0,17443,89956,4884007,14603
636,321,2,4305,R. Drº. Assis Ribeiro,Centro/Bairro,X Av. Drº. Salomão de Vasconcelos,Fixo - Grupo B,V-A-P,3,2015/07/02 00:00:00.000,50 km/h,(-46.52483320526327049 -23.50005430037594678),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",750,0101000020E6100000D0A1A1B92D4347C0C848CD89038037C0,1689,10482,558135,1039
635,322,2,4229,Av. Gabriela Mistral,Marginal Tietê / Penha,nº 503,Fixo - Grupo B,A-P,1,2014/09/11 00:00:00.000,30 km/h,(-46.54979427753765009 -23.5167382471803954),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",749,0101000020E61000000A1257A55F4647C0D48C35F1488437C0,7633,19100,510549,396
637,323,2,4228,Av. Gabriela Mistral,Penha/Marginal Tietê,nº 520,Fixo - Grupo B,A-P,1,2014/09/11 00:00:00.000,30 km/h,(-46.54979477565790802 -23.51664932697372379),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",751,0101000020E6100000525A66AE5F4647C0D782DE1B438437C0,7633,19100,274953,127
733,324,2,4412,Av. São João,Centro/Bairro,X Av. Ipiranga,Fixo - Grupo B,V-R-Z-F-A-P,4,2015/10/23 00:00:00.000,40 km/h,(-46.63993129752216049 -23.54253995041240444),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",850,0101000020E6100000643FA442E95147C0D2AB1AE7E38A37C0,5361,218041,504431,5400
602,325,2,4307,Av. Mal. Tito,Bairro/Centro,nº 6.035,Fixo - Grupo B,V-A-P,2,2015/05/20 00:00:00.000,50 km/h,(-46.38850837265032823 -23.49265817490601549),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",714,0101000020E6100000B2D052A2BA3147C085432DD51E7E37C0,1225,62178,636178,181
734,326,2,4232,R. Tuiuti,Centro/Bairro,X R. Padre Adelino,Fixo - Grupo B,A-P,2,2014/09/20 00:00:00.000,40 km/h,(-46.57445691735514259 -23.54489045454669593),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",851,0101000020E61000005BAD97CF874947C0FBDD64E97D8B37C0,14319,23153,650004,324
735,327,2,4230,R. do Oratório,Mooca/Vila Prudente,oposto ao nº 2.621,Fixo - Grupo B,R-A-P,1,2014/09/13 00:00:00.000,30 km/h,(-46.58136714049590665 -23.56973053719069711),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",852,0101000020E61000006416883B6A4A47C072840CE4D99137C0,8096,92090,545779,994
736,328,2,4231,R. do Oratório,Vila Prudente/Mooca,nº 2.621,Fixo - Grupo B,R-A-P,1,2014/09/13 00:00:00.000,40 km/h,(-46.58128737190098434 -23.57029754545415656),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",853,0101000020E6100000BF311D9D674A47C065F9BA0CFF9137C0,8096,74101,511079,1973
630,329,2,4501-4311,Av.Paes de Barros,Centro/Bairro,nº 148,Fixo - Grupo B,VER-V-R-A-P,3,2015/01/30 00:00:00.000,50 km/h,(-46.60027608264485366 -23.55657420661213663),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",744,0101000020E61000003363B8D7D54C47C0AEDA0CA27B8E37C0,19599,99842,1299948,4408
737,330,2,4244,Av. João XXIII,Bairro/Centro,x Av. Mons. Antônio Castro,Fixo - Grupo B,V-A,2,2015/02/21 00:00:00.000,50 km/h,(-46.5292021331296155 -23.56999294680444734),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",854,0101000020E610000075CA1FE3BC4347C0CFFF820FEB9137C0,3757,116643,572413,189
738,331,2,4245,Av. João XXIII,Centro/Bairro,x Av. Mons. Antônio Castro,Fixo - Grupo B,V-A-P,2,2015/02/21 00:00:00.000,50 km/h,(-46.52982822810156449 -23.57040781367483717),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",855,0101000020E61000002F74BA66D14347C0387AE341069237C0,3757,123363,581517,838
603,332,2,4413,Av. Sapopemba,Centro/Bairro,nº 3.244,Fixo - Grupo B,A-P,1,2015/01/31 00:00:00.000,30 km/h,(-46.55817735537150526 -23.57374636363667264),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",715,0101000020E6100000E9DFC35F724747C05D470315E19237C0,1577,97994,480420,47
638,333,2,4235,R. do Orfanato,Bairro/Centro,x Pça. Padre Damião,Fixo - Grupo B,R-A-P,2,2014/10/04 00:00:00.000,40 km/h,(-46.58502601652863007 -23.58137552066121145),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",752,0101000020E6100000A4A7C821E24A47C004A1E50ED59437C0,3960,63686,510870,1349
640,334,2,4312,Av. Mercúrio,Bairro/Centro,x R. da Cantareira,Fixo - Grupo B,V-R-Z-F-A-P,4,2015/04/17 00:00:00.000,40 km/h,(-46.62919412396728092 -23.54055931404907653),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",754,0101000020E6100000AD51286E895047C050689B13628A37C0,444,225958,814737,4342
611,335,2,4313,Av. do Estado,Centro/Bairro,x Av. Mercúrio,Fixo - Grupo B,V-R-A-P,3,2015/07/17 00:00:00.000,50 km/h,(-46.62818023966939762 -23.54163920661213538),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",723,0101000020E6100000FA7B293C685047C0501600DBA88A37C0,5280,211520,856668,2760
